State,Region,Date,Year,Year_Label,Month,MedianHomeValue,MedianHouseholdIncome,PriceToIncomeRatio,AffordabilityCategory,SizeRank
Idaho,West,2006-02-28,2006,2006,2,179148.93,44758,4.003,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-03-31,2006,2006,3,181082.12,44758,4.046,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-04-30,2006,2006,4,183753.95,44758,4.105,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-05-31,2006,2006,5,186586.11,44758,4.169,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-06-30,2006,2006,6,190092.26,44758,4.247,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-07-31,2006,2006,7,192703.9,44758,4.305,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-08-31,2006,2006,8,194968.6,44758,4.356,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-09-30,2006,2006,9,196864.2,44758,4.398,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-10-31,2006,2006,10,196830.82,44758,4.398,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-11-30,2006,2006,11,197017.83,44758,4.402,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2006-12-31,2006,2006,12,197007.27,44758,4.402,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-01-31,2007,2007,1,198299.78,46042,4.307,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-02-28,2007,2007,2,198647.13,46042,4.314,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-03-31,2007,2007,3,198653.79,46042,4.315,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-04-30,2007,2007,4,198887.12,46042,4.32,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-05-31,2007,2007,5,199456.79,46042,4.332,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-06-30,2007,2007,6,199937.24,46042,4.342,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-07-31,2007,2007,7,200388.76,46042,4.352,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-08-31,2007,2007,8,200778.37,46042,4.361,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-09-30,2007,2007,9,201084.14,46042,4.367,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-10-31,2007,2007,10,201279.99,46042,4.372,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-11-30,2007,2007,11,201453.8,46042,4.375,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2007-12-31,2007,2007,12,201824.77,46042,4.383,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-01-31,2008,2008,1,202220.7,47191,4.285,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-02-29,2008,2008,2,202962.72,47191,4.301,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-03-31,2008,2008,3,203201.0,47191,4.306,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-04-30,2008,2008,4,203062.97,47191,4.303,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-05-31,2008,2008,5,201862.74,47191,4.278,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-06-30,2008,2008,6,200488.05,47191,4.248,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-07-31,2008,2008,7,199076.75,47191,4.219,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-08-31,2008,2008,8,197680.1,47191,4.189,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-09-30,2008,2008,9,196178.7,47191,4.157,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-10-31,2008,2008,10,194532.4,47191,4.122,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-11-30,2008,2008,11,192800.0,47191,4.086,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2008-12-31,2008,2008,12,190968.45,47191,4.047,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2009-01-31,2009,2009,1,188974.29,47332,3.993,4 - Borderline (3.5-4x),38
Idaho,West,2009-02-28,2009,2009,2,186804.23,47332,3.947,4 - Borderline (3.5-4x),38
Idaho,West,2009-03-31,2009,2009,3,184568.05,47332,3.899,4 - Borderline (3.5-4x),38
Idaho,West,2009-04-30,2009,2009,4,182301.5,47332,3.852,4 - Borderline (3.5-4x),38
Idaho,West,2009-05-31,2009,2009,5,180143.9,47332,3.806,4 - Borderline (3.5-4x),38
Idaho,West,2009-06-30,2009,2009,6,178245.09,47332,3.766,4 - Borderline (3.5-4x),38
Idaho,West,2009-07-31,2009,2009,7,176434.16,47332,3.728,4 - Borderline (3.5-4x),38
Idaho,West,2009-08-31,2009,2009,8,174629.72,47332,3.689,4 - Borderline (3.5-4x),38
Idaho,West,2009-09-30,2009,2009,9,172698.81,47332,3.649,4 - Borderline (3.5-4x),38
Idaho,West,2009-10-31,2009,2009,10,170978.56,47332,3.612,4 - Borderline (3.5-4x),38
Idaho,West,2009-11-30,2009,2009,11,169530.46,47332,3.582,4 - Borderline (3.5-4x),38
Idaho,West,2009-12-31,2009,2009,12,168663.05,47332,3.563,4 - Borderline (3.5-4x),38
Idaho,West,2010-01-31,2010,2010,1,167614.31,48608,3.448,5 - Affordable (Under 3.5x),38
Idaho,West,2010-02-28,2010,2010,2,166832.06,48608,3.432,5 - Affordable (Under 3.5x),38
Idaho,West,2010-03-31,2010,2010,3,165834.65,48608,3.412,5 - Affordable (Under 3.5x),38
Idaho,West,2010-04-30,2010,2010,4,165182.26,48608,3.398,5 - Affordable (Under 3.5x),38
Idaho,West,2010-05-31,2010,2010,5,164567.95,48608,3.386,5 - Affordable (Under 3.5x),38
Idaho,West,2010-06-30,2010,2010,6,163329.76,48608,3.36,5 - Affordable (Under 3.5x),38
Idaho,West,2010-07-31,2010,2010,7,161647.38,48608,3.326,5 - Affordable (Under 3.5x),38
Idaho,West,2010-08-31,2010,2010,8,159813.41,48608,3.288,5 - Affordable (Under 3.5x),38
Idaho,West,2010-09-30,2010,2010,9,157896.15,48608,3.248,5 - Affordable (Under 3.5x),38
Idaho,West,2010-10-31,2010,2010,10,155988.93,48608,3.209,5 - Affordable (Under 3.5x),38
Idaho,West,2010-11-30,2010,2010,11,153971.11,48608,3.168,5 - Affordable (Under 3.5x),38
Idaho,West,2010-12-31,2010,2010,12,152124.26,48608,3.13,5 - Affordable (Under 3.5x),38
Idaho,West,2011-01-31,2011,2011,1,150435.5,50553,2.976,5 - Affordable (Under 3.5x),38
Idaho,West,2011-02-28,2011,2011,2,148860.46,50553,2.945,5 - Affordable (Under 3.5x),38
Idaho,West,2011-03-31,2011,2011,3,147681.21,50553,2.921,5 - Affordable (Under 3.5x),38
Idaho,West,2011-04-30,2011,2011,4,146296.83,50553,2.894,5 - Affordable (Under 3.5x),38
Idaho,West,2011-05-31,2011,2011,5,145052.74,50553,2.869,5 - Affordable (Under 3.5x),38
Idaho,West,2011-06-30,2011,2011,6,144115.18,50553,2.851,5 - Affordable (Under 3.5x),38
Idaho,West,2011-07-31,2011,2011,7,143821.31,50553,2.845,5 - Affordable (Under 3.5x),38
Idaho,West,2011-08-31,2011,2011,8,143632.37,50553,2.841,5 - Affordable (Under 3.5x),38
Idaho,West,2011-09-30,2011,2011,9,143392.73,50553,2.836,5 - Affordable (Under 3.5x),38
Idaho,West,2011-10-31,2011,2011,10,143237.26,50553,2.833,5 - Affordable (Under 3.5x),38
Idaho,West,2011-11-30,2011,2011,11,143137.09,50553,2.831,5 - Affordable (Under 3.5x),38
Idaho,West,2011-12-31,2011,2011,12,143097.81,50553,2.831,5 - Affordable (Under 3.5x),38
Idaho,West,2012-01-31,2012,2012,1,143005.64,51451,2.779,5 - Affordable (Under 3.5x),38
Idaho,West,2012-02-29,2012,2012,2,143350.85,51451,2.786,5 - Affordable (Under 3.5x),38
Idaho,West,2012-03-31,2012,2012,3,144061.38,51451,2.8,5 - Affordable (Under 3.5x),38
Idaho,West,2012-04-30,2012,2012,4,145166.67,51451,2.821,5 - Affordable (Under 3.5x),38
Idaho,West,2012-05-31,2012,2012,5,146367.43,51451,2.845,5 - Affordable (Under 3.5x),38
Idaho,West,2012-06-30,2012,2012,6,147665.16,51451,2.87,5 - Affordable (Under 3.5x),38
Idaho,West,2012-07-31,2012,2012,7,148967.07,51451,2.895,5 - Affordable (Under 3.5x),38
Idaho,West,2012-08-31,2012,2012,8,150246.44,51451,2.92,5 - Affordable (Under 3.5x),38
Idaho,West,2012-09-30,2012,2012,9,151656.62,51451,2.948,5 - Affordable (Under 3.5x),38
Idaho,West,2012-10-31,2012,2012,10,153064.5,51451,2.975,5 - Affordable (Under 3.5x),38
Idaho,West,2012-11-30,2012,2012,11,154398.81,51451,3.001,5 - Affordable (Under 3.5x),38
Idaho,West,2012-12-31,2012,2012,12,155595.71,51451,3.024,5 - Affordable (Under 3.5x),38
Idaho,West,2013-01-31,2013,2013,1,156741.53,54022,2.901,5 - Affordable (Under 3.5x),38
Idaho,West,2013-02-28,2013,2013,2,157990.74,54022,2.925,5 - Affordable (Under 3.5x),38
Idaho,West,2013-03-31,2013,2013,3,159355.1,54022,2.95,5 - Affordable (Under 3.5x),38
Idaho,West,2013-04-30,2013,2013,4,160874.99,54022,2.978,5 - Affordable (Under 3.5x),38
Idaho,West,2013-05-31,2013,2013,5,162633.55,54022,3.011,5 - Affordable (Under 3.5x),38
Idaho,West,2013-06-30,2013,2013,6,164418.43,54022,3.044,5 - Affordable (Under 3.5x),38
Idaho,West,2013-07-31,2013,2013,7,166078.59,54022,3.074,5 - Affordable (Under 3.5x),38
Idaho,West,2013-08-31,2013,2013,8,167543.27,54022,3.101,5 - Affordable (Under 3.5x),38
Idaho,West,2013-09-30,2013,2013,9,168903.57,54022,3.127,5 - Affordable (Under 3.5x),38
Idaho,West,2013-10-31,2013,2013,10,170261.71,54022,3.152,5 - Affordable (Under 3.5x),38
Idaho,West,2013-11-30,2013,2013,11,171207.83,54022,3.169,5 - Affordable (Under 3.5x),38
Idaho,West,2013-12-31,2013,2013,12,171927.83,54022,3.183,5 - Affordable (Under 3.5x),38
Idaho,West,2014-01-31,2014,2014,1,172435.78,55512,3.106,5 - Affordable (Under 3.5x),38
Idaho,West,2014-02-28,2014,2014,2,173105.26,55512,3.118,5 - Affordable (Under 3.5x),38
Idaho,West,2014-03-31,2014,2014,3,173889.94,55512,3.132,5 - Affordable (Under 3.5x),38
Idaho,West,2014-04-30,2014,2014,4,174721.28,55512,3.147,5 - Affordable (Under 3.5x),38
Idaho,West,2014-05-31,2014,2014,5,175738.19,55512,3.166,5 - Affordable (Under 3.5x),38
Idaho,West,2014-06-30,2014,2014,6,176517.24,55512,3.18,5 - Affordable (Under 3.5x),38
Idaho,West,2014-07-31,2014,2014,7,177406.82,55512,3.196,5 - Affordable (Under 3.5x),38
Idaho,West,2014-08-31,2014,2014,8,178095.67,55512,3.208,5 - Affordable (Under 3.5x),38
Idaho,West,2014-09-30,2014,2014,9,178791.02,55512,3.221,5 - Affordable (Under 3.5x),38
Idaho,West,2014-10-31,2014,2014,10,179194.62,55512,3.228,5 - Affordable (Under 3.5x),38
Idaho,West,2014-11-30,2014,2014,11,179430.24,55512,3.232,5 - Affordable (Under 3.5x),38
Idaho,West,2014-12-31,2014,2014,12,179680.92,55512,3.237,5 - Affordable (Under 3.5x),38
Idaho,West,2015-01-31,2015,2015,1,180189.44,56510,3.189,5 - Affordable (Under 3.5x),38
Idaho,West,2015-02-28,2015,2015,2,181041.38,56510,3.204,5 - Affordable (Under 3.5x),38
Idaho,West,2015-03-31,2015,2015,3,182175.18,56510,3.224,5 - Affordable (Under 3.5x),38
Idaho,West,2015-04-30,2015,2015,4,183390.57,56510,3.245,5 - Affordable (Under 3.5x),38
Idaho,West,2015-05-31,2015,2015,5,184770.11,56510,3.27,5 - Affordable (Under 3.5x),38
Idaho,West,2015-06-30,2015,2015,6,186052.09,56510,3.292,5 - Affordable (Under 3.5x),38
Idaho,West,2015-07-31,2015,2015,7,187302.48,56510,3.315,5 - Affordable (Under 3.5x),38
Idaho,West,2015-08-31,2015,2015,8,188500.55,56510,3.336,5 - Affordable (Under 3.5x),38
Idaho,West,2015-09-30,2015,2015,9,189774.21,56510,3.358,5 - Affordable (Under 3.5x),38
Idaho,West,2015-10-31,2015,2015,10,190993.09,56510,3.38,5 - Affordable (Under 3.5x),38
Idaho,West,2015-11-30,2015,2015,11,191923.53,56510,3.396,5 - Affordable (Under 3.5x),38
Idaho,West,2015-12-31,2015,2015,12,192863.95,56510,3.413,5 - Affordable (Under 3.5x),38
Idaho,West,2016-01-31,2016,2016,1,194250.29,57492,3.379,5 - Affordable (Under 3.5x),38
Idaho,West,2016-02-29,2016,2016,2,195853.05,57492,3.407,5 - Affordable (Under 3.5x),38
Idaho,West,2016-03-31,2016,2016,3,197387.81,57492,3.433,5 - Affordable (Under 3.5x),38
Idaho,West,2016-04-30,2016,2016,4,198759.42,57492,3.457,5 - Affordable (Under 3.5x),38
Idaho,West,2016-05-31,2016,2016,5,200269.65,57492,3.483,5 - Affordable (Under 3.5x),38
Idaho,West,2016-06-30,2016,2016,6,201835.4,57492,3.511,4 - Borderline (3.5-4x),38
Idaho,West,2016-07-31,2016,2016,7,203128.93,57492,3.533,4 - Borderline (3.5-4x),38
Idaho,West,2016-08-31,2016,2016,8,204239.89,57492,3.552,4 - Borderline (3.5-4x),38
Idaho,West,2016-09-30,2016,2016,9,205427.06,57492,3.573,4 - Borderline (3.5-4x),38
Idaho,West,2016-10-31,2016,2016,10,206773.61,57492,3.597,4 - Borderline (3.5-4x),38
Idaho,West,2016-11-30,2016,2016,11,208299.54,57492,3.623,4 - Borderline (3.5-4x),38
Idaho,West,2016-12-31,2016,2016,12,209886.31,57492,3.651,4 - Borderline (3.5-4x),38
Idaho,West,2017-01-31,2017,2017,1,211474.84,59275,3.568,4 - Borderline (3.5-4x),38
Idaho,West,2017-02-28,2017,2017,2,213212.69,59275,3.597,4 - Borderline (3.5-4x),38
Idaho,West,2017-03-31,2017,2017,3,214939.53,59275,3.626,4 - Borderline (3.5-4x),38
Idaho,West,2017-04-30,2017,2017,4,216791.65,59275,3.657,4 - Borderline (3.5-4x),38
Idaho,West,2017-05-31,2017,2017,5,218332.07,59275,3.683,4 - Borderline (3.5-4x),38
Idaho,West,2017-06-30,2017,2017,6,219906.12,59275,3.71,4 - Borderline (3.5-4x),38
Idaho,West,2017-07-31,2017,2017,7,221343.85,59275,3.734,4 - Borderline (3.5-4x),38
Idaho,West,2017-08-31,2017,2017,8,222723.05,59275,3.757,4 - Borderline (3.5-4x),38
Idaho,West,2017-09-30,2017,2017,9,224193.15,59275,3.782,4 - Borderline (3.5-4x),38
Idaho,West,2017-10-31,2017,2017,10,225845.64,59275,3.81,4 - Borderline (3.5-4x),38
Idaho,West,2017-11-30,2017,2017,11,227719.05,59275,3.842,4 - Borderline (3.5-4x),38
Idaho,West,2017-12-31,2017,2017,12,229614.77,59275,3.874,4 - Borderline (3.5-4x),38
Idaho,West,2018-01-31,2018,2018,1,231602.08,60274,3.842,4 - Borderline (3.5-4x),38
Idaho,West,2018-02-28,2018,2018,2,233753.54,60274,3.878,4 - Borderline (3.5-4x),38
Idaho,West,2018-03-31,2018,2018,3,236380.65,60274,3.922,4 - Borderline (3.5-4x),38
Idaho,West,2018-04-30,2018,2018,4,239092.36,60274,3.967,4 - Borderline (3.5-4x),38
Idaho,West,2018-05-31,2018,2018,5,241904.17,60274,4.013,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2018-06-30,2018,2018,6,244433.87,60274,4.055,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2018-07-31,2018,2018,7,247262.23,60274,4.102,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2018-08-31,2018,2018,8,250132.51,60274,4.15,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2018-09-30,2018,2018,9,253034.94,60274,4.198,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2018-10-31,2018,2018,10,255580.8,60274,4.24,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2018-11-30,2018,2018,11,258042.37,60274,4.281,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2018-12-31,2018,2018,12,260399.97,60274,4.32,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-01-31,2019,2019,1,262651.1,61665,4.259,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-02-28,2019,2019,2,264816.42,61665,4.294,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-03-31,2019,2019,3,267083.72,61665,4.331,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-04-30,2019,2019,4,269361.81,61665,4.368,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-05-31,2019,2019,5,271545.51,61665,4.404,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-06-30,2019,2019,6,273693.62,61665,4.438,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-07-31,2019,2019,7,275849.82,61665,4.473,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-08-31,2019,2019,8,278117.11,61665,4.51,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-09-30,2019,2019,9,280235.63,61665,4.544,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-10-31,2019,2019,10,282719.82,61665,4.585,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-11-30,2019,2019,11,285525.8,61665,4.63,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2019-12-31,2019,2019,12,288687.52,61665,4.682,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2020-01-31,2020,2020,1,291926.74,62903,4.641,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2020-02-29,2020,2020,2,295324.97,62903,4.695,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2020-03-31,2020,2020,3,299048.91,62903,4.754,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2020-04-30,2020,2020,4,302755.64,62903,4.813,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2020-05-31,2020,2020,5,305721.83,62903,4.86,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2020-06-30,2020,2020,6,307875.4,62903,4.894,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2020-07-31,2020,2020,7,310118.23,62903,4.93,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2020-08-31,2020,2020,8,313537.56,62903,4.984,3 - Mod. Unaffordable (4-5x),38
Idaho,West,2020-09-30,2020,2020,9,318992.36,62903,5.071,2 - Unaffordable (5-7x),38
Idaho,West,2020-10-31,2020,2020,10,326102.54,62903,5.184,2 - Unaffordable (5-7x),38
Idaho,West,2020-11-30,2020,2020,11,334875.76,62903,5.324,2 - Unaffordable (5-7x),38
Idaho,West,2020-12-31,2020,2020,12,344697.13,62903,5.48,2 - Unaffordable (5-7x),38
Idaho,West,2021-01-31,2021,2021,1,355276.63,64261,5.529,2 - Unaffordable (5-7x),38
Idaho,West,2021-02-28,2021,2021,2,367035.63,64261,5.712,2 - Unaffordable (5-7x),38
Idaho,West,2021-03-31,2021,2021,3,380192.04,64261,5.916,2 - Unaffordable (5-7x),38
Idaho,West,2021-04-30,2021,2021,4,394344.4,64261,6.137,2 - Unaffordable (5-7x),38
Idaho,West,2021-05-31,2021,2021,5,409036.25,64261,6.365,2 - Unaffordable (5-7x),38
Idaho,West,2021-06-30,2021,2021,6,422318.7,64261,6.572,2 - Unaffordable (5-7x),38
Idaho,West,2021-07-31,2021,2021,7,433070.41,64261,6.739,2 - Unaffordable (5-7x),38
Idaho,West,2021-08-31,2021,2021,8,440070.75,64261,6.848,2 - Unaffordable (5-7x),38
Idaho,West,2021-09-30,2021,2021,9,444366.96,64261,6.915,2 - Unaffordable (5-7x),38
Idaho,West,2021-10-31,2021,2021,10,447724.87,64261,6.967,2 - Unaffordable (5-7x),38
Idaho,West,2021-11-30,2021,2021,11,451133.03,64261,7.02,1 - Severely Unaffordable (7x+),38
Idaho,West,2021-12-31,2021,2021,12,454985.48,64261,7.08,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-01-31,2022,2022,1,459725.81,65720,6.995,2 - Unaffordable (5-7x),38
Idaho,West,2022-02-28,2022,2022,2,465839.34,65720,7.088,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-03-31,2022,2022,3,473349.15,65720,7.203,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-04-30,2022,2022,4,481435.59,65720,7.326,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-05-31,2022,2022,5,487993.96,65720,7.425,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-06-30,2022,2022,6,492051.54,65720,7.487,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-07-31,2022,2022,7,491327.18,65720,7.476,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-08-31,2022,2022,8,486534.12,65720,7.403,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-09-30,2022,2022,9,478956.53,65720,7.288,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-10-31,2022,2022,10,471797.81,65720,7.179,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-11-30,2022,2022,11,465040.8,65720,7.076,1 - Severely Unaffordable (7x+),38
Idaho,West,2022-12-31,2022,2022,12,458777.9,65720,6.981,2 - Unaffordable (5-7x),38
Idaho,West,2023-01-31,2023,2023,1,452833.79,66937,6.765,2 - Unaffordable (5-7x),38
Idaho,West,2023-02-28,2023,2023,2,448116.59,66937,6.695,2 - Unaffordable (5-7x),38
Idaho,West,2023-03-31,2023,2023,3,444701.28,66937,6.644,2 - Unaffordable (5-7x),38
Idaho,West,2023-04-30,2023,2023,4,442974.38,66937,6.618,2 - Unaffordable (5-7x),38
Idaho,West,2023-05-31,2023,2023,5,442577.96,66937,6.612,2 - Unaffordable (5-7x),38
Idaho,West,2023-06-30,2023,2023,6,443424.27,66937,6.625,2 - Unaffordable (5-7x),38
Idaho,West,2023-07-31,2023,2023,7,444556.26,66937,6.641,2 - Unaffordable (5-7x),38
Idaho,West,2023-08-31,2023,2023,8,446222.52,66937,6.666,2 - Unaffordable (5-7x),38
Idaho,West,2023-09-30,2023,2023,9,447570.64,66937,6.686,2 - Unaffordable (5-7x),38
Idaho,West,2023-10-31,2023,2023,10,449003.84,66937,6.708,2 - Unaffordable (5-7x),38
Idaho,West,2023-11-30,2023,2023,11,449451.07,66937,6.715,2 - Unaffordable (5-7x),38
Idaho,West,2023-12-31,2023,2023,12,449396.53,66937,6.714,2 - Unaffordable (5-7x),38
Idaho,West,2024-01-31,2024,2024,1,448867.33,68687,6.535,2 - Unaffordable (5-7x),38
Idaho,West,2024-02-29,2024,2024,2,449444.37,68687,6.543,2 - Unaffordable (5-7x),38
Idaho,West,2024-03-31,2024,2024,3,451173.44,68687,6.569,2 - Unaffordable (5-7x),38
Idaho,West,2024-04-30,2024,2024,4,453238.2,68687,6.599,2 - Unaffordable (5-7x),38
Idaho,West,2024-05-31,2024,2024,5,454547.49,68687,6.618,2 - Unaffordable (5-7x),38
Idaho,West,2024-06-30,2024,2024,6,454871.85,68687,6.622,2 - Unaffordable (5-7x),38
Idaho,West,2024-07-31,2024,2024,7,455092.79,68687,6.626,2 - Unaffordable (5-7x),38
Idaho,West,2024-08-31,2024,2024,8,455743.72,68687,6.635,2 - Unaffordable (5-7x),38
Idaho,West,2024-09-30,2024,2024,9,456793.16,68687,6.65,2 - Unaffordable (5-7x),38
Idaho,West,2024-10-31,2024,2024,10,457819.32,68687,6.665,2 - Unaffordable (5-7x),38
Idaho,West,2024-11-30,2024,2024,11,458748.31,68687,6.679,2 - Unaffordable (5-7x),38
Idaho,West,2024-12-31,2024,2024,12,460011.0,68687,6.697,2 - Unaffordable (5-7x),38
Illinois,Midwest,2000-01-31,2000,2000,1,126034.01,42460,2.968,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-02-29,2000,2000,2,126135.01,42460,2.971,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-03-31,2000,2000,3,126353.34,42460,2.976,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-04-30,2000,2000,4,126866.95,42460,2.988,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-05-31,2000,2000,5,127476.36,42460,3.002,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-06-30,2000,2000,6,128161.26,42460,3.018,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-07-31,2000,2000,7,128904.13,42460,3.036,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-08-31,2000,2000,8,129961.52,42460,3.061,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-09-30,2000,2000,9,131205.03,42460,3.09,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-10-31,2000,2000,10,132640.26,42460,3.124,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-11-30,2000,2000,11,133735.62,42460,3.15,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2000-12-31,2000,2000,12,134605.08,42460,3.17,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-01-31,2001,2001,1,135229.2,43678,3.096,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-02-28,2001,2001,2,135854.56,43678,3.11,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-03-31,2001,2001,3,136532.48,43678,3.126,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-04-30,2001,2001,4,137223.21,43678,3.142,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-05-31,2001,2001,5,138045.21,43678,3.161,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-06-30,2001,2001,6,138911.48,43678,3.18,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-07-31,2001,2001,7,139805.11,43678,3.201,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-08-31,2001,2001,8,140898.86,43678,3.226,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-09-30,2001,2001,9,142154.28,43678,3.255,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-10-31,2001,2001,10,143598.58,43678,3.288,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-11-30,2001,2001,11,144700.61,43678,3.313,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2001-12-31,2001,2001,12,145516.07,43678,3.332,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-01-31,2002,2002,1,146079.0,45477,3.212,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-02-28,2002,2002,2,146737.37,45477,3.227,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-03-31,2002,2002,3,147537.27,45477,3.244,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-04-30,2002,2002,4,148284.11,45477,3.261,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-05-31,2002,2002,5,149076.09,45477,3.278,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-06-30,2002,2002,6,149857.22,45477,3.295,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-07-31,2002,2002,7,150796.43,45477,3.316,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-08-31,2002,2002,8,151991.55,45477,3.342,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-09-30,2002,2002,9,153313.36,45477,3.371,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-10-31,2002,2002,10,154737.48,45477,3.403,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-11-30,2002,2002,11,155725.4,45477,3.424,5 - Affordable (Under 3.5x),5
Illinois,Midwest,2002-12-31,2002,2002,12,156579.86,45477,3.443,5 - Affordable (Under 3.5x),5
