State,Region,Date,Year,Year_Label,Month,MedianHomeValue,MedianHouseholdIncome,PriceToIncomeRatio,AffordabilityCategory,SizeRank
Maryland,South,2000-04-30,2000,2000,4,151361.38,53456,2.832,5 - Affordable (Under 3.5x),17
Maryland,South,2000-05-31,2000,2000,5,151901.68,53456,2.842,5 - Affordable (Under 3.5x),17
Maryland,South,2000-06-30,2000,2000,6,152554.95,53456,2.854,5 - Affordable (Under 3.5x),17
Maryland,South,2000-07-31,2000,2000,7,153328.1,53456,2.868,5 - Affordable (Under 3.5x),17
Maryland,South,2000-08-31,2000,2000,8,154045.58,53456,2.882,5 - Affordable (Under 3.5x),17
Maryland,South,2000-09-30,2000,2000,9,154778.86,53456,2.895,5 - Affordable (Under 3.5x),17
Maryland,South,2000-10-31,2000,2000,10,155552.69,53456,2.91,5 - Affordable (Under 3.5x),17
Maryland,South,2000-11-30,2000,2000,11,156353.67,53456,2.925,5 - Affordable (Under 3.5x),17
Maryland,South,2000-12-31,2000,2000,12,157225.9,53456,2.941,5 - Affordable (Under 3.5x),17
Maryland,South,2001-01-31,2001,2001,1,157945.79,55377,2.852,5 - Affordable (Under 3.5x),17
Maryland,South,2001-02-28,2001,2001,2,158600.16,55377,2.864,5 - Affordable (Under 3.5x),17
Maryland,South,2001-03-31,2001,2001,3,159156.42,55377,2.874,5 - Affordable (Under 3.5x),17
Maryland,South,2001-04-30,2001,2001,4,159905.13,55377,2.888,5 - Affordable (Under 3.5x),17
Maryland,South,2001-05-31,2001,2001,5,160781.46,55377,2.903,5 - Affordable (Under 3.5x),17
Maryland,South,2001-06-30,2001,2001,6,161836.35,55377,2.922,5 - Affordable (Under 3.5x),17
Maryland,South,2001-07-31,2001,2001,7,162970.13,55377,2.943,5 - Affordable (Under 3.5x),17
Maryland,South,2001-08-31,2001,2001,8,164220.34,55377,2.965,5 - Affordable (Under 3.5x),17
Maryland,South,2001-09-30,2001,2001,9,165500.98,55377,2.989,5 - Affordable (Under 3.5x),17
Maryland,South,2001-10-31,2001,2001,10,166722.11,55377,3.011,5 - Affordable (Under 3.5x),17
Maryland,South,2001-11-30,2001,2001,11,167917.64,55377,3.032,5 - Affordable (Under 3.5x),17
Maryland,South,2001-12-31,2001,2001,12,169132.05,55377,3.054,5 - Affordable (Under 3.5x),17
Maryland,South,2002-01-31,2002,2002,1,170353.25,56844,2.997,5 - Affordable (Under 3.5x),17
Maryland,South,2002-02-28,2002,2002,2,171532.13,56844,3.018,5 - Affordable (Under 3.5x),17
Maryland,South,2002-03-31,2002,2002,3,172715.75,56844,3.038,5 - Affordable (Under 3.5x),17
Maryland,South,2002-04-30,2002,2002,4,174045.09,56844,3.062,5 - Affordable (Under 3.5x),17
Maryland,South,2002-05-31,2002,2002,5,175708.71,56844,3.091,5 - Affordable (Under 3.5x),17
Maryland,South,2002-06-30,2002,2002,6,177615.63,56844,3.125,5 - Affordable (Under 3.5x),17
Maryland,South,2002-07-31,2002,2002,7,179734.88,56844,3.162,5 - Affordable (Under 3.5x),17
Maryland,South,2002-08-31,2002,2002,8,181908.1,56844,3.2,5 - Affordable (Under 3.5x),17
Maryland,South,2002-09-30,2002,2002,9,184033.92,56844,3.238,5 - Affordable (Under 3.5x),17
Maryland,South,2002-10-31,2002,2002,10,186060.81,56844,3.273,5 - Affordable (Under 3.5x),17
Maryland,South,2002-11-30,2002,2002,11,187916.47,56844,3.306,5 - Affordable (Under 3.5x),17
Maryland,South,2002-12-31,2002,2002,12,189789.62,56844,3.339,5 - Affordable (Under 3.5x),17
Maryland,South,2003-01-31,2003,2003,1,191542.19,58807,3.257,5 - Affordable (Under 3.5x),17
Maryland,South,2003-02-28,2003,2003,2,193323.45,58807,3.287,5 - Affordable (Under 3.5x),17
Maryland,South,2003-03-31,2003,2003,3,195106.21,58807,3.318,5 - Affordable (Under 3.5x),17
Maryland,South,2003-04-30,2003,2003,4,197052.97,58807,3.351,5 - Affordable (Under 3.5x),17
Maryland,South,2003-05-31,2003,2003,5,199210.94,58807,3.388,5 - Affordable (Under 3.5x),17
Maryland,South,2003-06-30,2003,2003,6,201683.28,58807,3.43,5 - Affordable (Under 3.5x),17
Maryland,South,2003-07-31,2003,2003,7,204349.28,58807,3.475,5 - Affordable (Under 3.5x),17
Maryland,South,2003-08-31,2003,2003,8,207104.0,58807,3.522,4 - Borderline (3.5-4x),17
Maryland,South,2003-09-30,2003,2003,9,209870.28,58807,3.569,4 - Borderline (3.5-4x),17
Maryland,South,2003-10-31,2003,2003,10,212649.24,58807,3.616,4 - Borderline (3.5-4x),17
Maryland,South,2003-11-30,2003,2003,11,215249.93,58807,3.66,4 - Borderline (3.5-4x),17
Maryland,South,2003-12-31,2003,2003,12,217672.78,58807,3.701,4 - Borderline (3.5-4x),17
Maryland,South,2004-01-31,2004,2004,1,219884.51,60507,3.634,4 - Borderline (3.5-4x),17
Maryland,South,2004-02-29,2004,2004,2,222207.5,60507,3.672,4 - Borderline (3.5-4x),17
Maryland,South,2004-03-31,2004,2004,3,224545.9,60507,3.711,4 - Borderline (3.5-4x),17
Maryland,South,2004-04-30,2004,2004,4,227283.29,60507,3.756,4 - Borderline (3.5-4x),17
Maryland,South,2004-05-31,2004,2004,5,230409.79,60507,3.808,4 - Borderline (3.5-4x),17
Maryland,South,2004-06-30,2004,2004,6,234242.67,60507,3.871,4 - Borderline (3.5-4x),17
Maryland,South,2004-07-31,2004,2004,7,238525.03,60507,3.942,4 - Borderline (3.5-4x),17
Maryland,South,2004-08-31,2004,2004,8,243242.4,60507,4.02,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2004-09-30,2004,2004,9,247926.95,60507,4.097,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2004-10-31,2004,2004,10,252230.61,60507,4.169,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2004-11-30,2004,2004,11,256179.43,60507,4.234,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2004-12-31,2004,2004,12,259956.18,60507,4.296,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-01-31,2005,2005,1,263756.03,62853,4.196,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-02-28,2005,2005,2,267415.75,62853,4.255,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-03-31,2005,2005,3,271039.2,62853,4.312,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-04-30,2005,2005,4,275258.32,62853,4.379,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-05-31,2005,2005,5,280057.95,62853,4.456,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-06-30,2005,2005,6,285623.71,62853,4.544,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-07-31,2005,2005,7,291624.85,62853,4.64,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-08-31,2005,2005,8,297769.83,62853,4.738,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-09-30,2005,2005,9,303086.18,62853,4.822,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-10-31,2005,2005,10,307806.82,62853,4.897,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-11-30,2005,2005,11,311508.43,62853,4.956,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2005-12-31,2005,2005,12,315317.84,62853,5.017,2 - Unaffordable (5-7x),17
Maryland,South,2006-01-31,2006,2006,1,318378.7,64682,4.922,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2006-02-28,2006,2006,2,321459.06,64682,4.97,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2006-03-31,2006,2006,3,324637.64,64682,5.019,2 - Unaffordable (5-7x),17
Maryland,South,2006-04-30,2006,2006,4,328290.58,64682,5.075,2 - Unaffordable (5-7x),17
Maryland,South,2006-05-31,2006,2006,5,331997.99,64682,5.133,2 - Unaffordable (5-7x),17
Maryland,South,2006-06-30,2006,2006,6,335197.24,64682,5.182,2 - Unaffordable (5-7x),17
Maryland,South,2006-07-31,2006,2006,7,338086.79,64682,5.227,2 - Unaffordable (5-7x),17
Maryland,South,2006-08-31,2006,2006,8,340370.02,64682,5.262,2 - Unaffordable (5-7x),17
Maryland,South,2006-09-30,2006,2006,9,341856.99,64682,5.285,2 - Unaffordable (5-7x),17
Maryland,South,2006-10-31,2006,2006,10,342327.1,64682,5.292,2 - Unaffordable (5-7x),17
Maryland,South,2006-11-30,2006,2006,11,342409.28,64682,5.294,2 - Unaffordable (5-7x),17
Maryland,South,2006-12-31,2006,2006,12,342182.04,64682,5.29,2 - Unaffordable (5-7x),17
Maryland,South,2007-01-31,2007,2007,1,341983.58,66443,5.147,2 - Unaffordable (5-7x),17
Maryland,South,2007-02-28,2007,2007,2,341708.86,66443,5.143,2 - Unaffordable (5-7x),17
Maryland,South,2007-03-31,2007,2007,3,341752.56,66443,5.144,2 - Unaffordable (5-7x),17
Maryland,South,2007-04-30,2007,2007,4,341884.84,66443,5.146,2 - Unaffordable (5-7x),17
Maryland,South,2007-05-31,2007,2007,5,341946.41,66443,5.146,2 - Unaffordable (5-7x),17
Maryland,South,2007-06-30,2007,2007,6,341738.19,66443,5.143,2 - Unaffordable (5-7x),17
Maryland,South,2007-07-31,2007,2007,7,341275.4,66443,5.136,2 - Unaffordable (5-7x),17
Maryland,South,2007-08-31,2007,2007,8,340709.27,66443,5.128,2 - Unaffordable (5-7x),17
Maryland,South,2007-09-30,2007,2007,9,339891.94,66443,5.116,2 - Unaffordable (5-7x),17
Maryland,South,2007-10-31,2007,2007,10,338395.4,66443,5.093,2 - Unaffordable (5-7x),17
Maryland,South,2007-11-30,2007,2007,11,335896.41,66443,5.055,2 - Unaffordable (5-7x),17
Maryland,South,2007-12-31,2007,2007,12,333020.46,66443,5.012,2 - Unaffordable (5-7x),17
Maryland,South,2008-01-31,2008,2008,1,330530.94,68628,4.816,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-02-29,2008,2008,2,328534.54,68628,4.787,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-03-31,2008,2008,3,326531.81,68628,4.758,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-04-30,2008,2008,4,324103.84,68628,4.723,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-05-31,2008,2008,5,320917.15,68628,4.676,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-06-30,2008,2008,6,317197.37,68628,4.622,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-07-31,2008,2008,7,312903.07,68628,4.559,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-08-31,2008,2008,8,308643.0,68628,4.497,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-09-30,2008,2008,9,304320.59,68628,4.434,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-10-31,2008,2008,10,300244.67,68628,4.375,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-11-30,2008,2008,11,296828.61,68628,4.325,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2008-12-31,2008,2008,12,293673.35,68628,4.279,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2009-01-31,2009,2009,1,290595.81,68306,4.254,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2009-02-28,2009,2009,2,287263.32,68306,4.206,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2009-03-31,2009,2009,3,283810.75,68306,4.155,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2009-04-30,2009,2009,4,280302.49,68306,4.104,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2009-05-31,2009,2009,5,277013.49,68306,4.055,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2009-06-30,2009,2009,6,274512.32,68306,4.019,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2009-07-31,2009,2009,7,272273.37,68306,3.986,4 - Borderline (3.5-4x),17
Maryland,South,2009-08-31,2009,2009,8,270344.11,68306,3.958,4 - Borderline (3.5-4x),17
Maryland,South,2009-09-30,2009,2009,9,268116.56,68306,3.925,4 - Borderline (3.5-4x),17
Maryland,South,2009-10-31,2009,2009,10,266256.57,68306,3.898,4 - Borderline (3.5-4x),17
Maryland,South,2009-11-30,2009,2009,11,264788.2,68306,3.876,4 - Borderline (3.5-4x),17
Maryland,South,2009-12-31,2009,2009,12,263797.72,68306,3.862,4 - Borderline (3.5-4x),17
Maryland,South,2010-01-31,2010,2010,1,263247.61,69931,3.764,4 - Borderline (3.5-4x),17
Maryland,South,2010-02-28,2010,2010,2,262621.99,69931,3.755,4 - Borderline (3.5-4x),17
Maryland,South,2010-03-31,2010,2010,3,262178.96,69931,3.749,4 - Borderline (3.5-4x),17
Maryland,South,2010-04-30,2010,2010,4,261835.31,69931,3.744,4 - Borderline (3.5-4x),17
Maryland,South,2010-05-31,2010,2010,5,261908.65,69931,3.745,4 - Borderline (3.5-4x),17
Maryland,South,2010-06-30,2010,2010,6,261879.81,69931,3.745,4 - Borderline (3.5-4x),17
Maryland,South,2010-07-31,2010,2010,7,261393.45,69931,3.738,4 - Borderline (3.5-4x),17
Maryland,South,2010-08-31,2010,2010,8,260032.89,69931,3.718,4 - Borderline (3.5-4x),17
Maryland,South,2010-09-30,2010,2010,9,258140.74,69931,3.691,4 - Borderline (3.5-4x),17
Maryland,South,2010-10-31,2010,2010,10,256149.97,69931,3.663,4 - Borderline (3.5-4x),17
Maryland,South,2010-11-30,2010,2010,11,254138.8,69931,3.634,4 - Borderline (3.5-4x),17
Maryland,South,2010-12-31,2010,2010,12,252123.53,69931,3.605,4 - Borderline (3.5-4x),17
Maryland,South,2011-01-31,2011,2011,1,250262.0,72589,3.448,5 - Affordable (Under 3.5x),17
Maryland,South,2011-02-28,2011,2011,2,249113.82,72589,3.432,5 - Affordable (Under 3.5x),17
Maryland,South,2011-03-31,2011,2011,3,248568.04,72589,3.424,5 - Affordable (Under 3.5x),17
Maryland,South,2011-04-30,2011,2011,4,248001.89,72589,3.417,5 - Affordable (Under 3.5x),17
Maryland,South,2011-05-31,2011,2011,5,247001.0,72589,3.403,5 - Affordable (Under 3.5x),17
Maryland,South,2011-06-30,2011,2011,6,245909.6,72589,3.388,5 - Affordable (Under 3.5x),17
Maryland,South,2011-07-31,2011,2011,7,244673.26,72589,3.371,5 - Affordable (Under 3.5x),17
Maryland,South,2011-08-31,2011,2011,8,243355.84,72589,3.353,5 - Affordable (Under 3.5x),17
Maryland,South,2011-09-30,2011,2011,9,241790.43,72589,3.331,5 - Affordable (Under 3.5x),17
Maryland,South,2011-10-31,2011,2011,10,240562.28,72589,3.314,5 - Affordable (Under 3.5x),17
Maryland,South,2011-11-30,2011,2011,11,239711.33,72589,3.302,5 - Affordable (Under 3.5x),17
Maryland,South,2011-12-31,2011,2011,12,239026.83,72589,3.293,5 - Affordable (Under 3.5x),17
Maryland,South,2012-01-31,2012,2012,1,238243.55,74326,3.205,5 - Affordable (Under 3.5x),17
Maryland,South,2012-02-29,2012,2012,2,237818.21,74326,3.2,5 - Affordable (Under 3.5x),17
Maryland,South,2012-03-31,2012,2012,3,237846.22,74326,3.2,5 - Affordable (Under 3.5x),17
Maryland,South,2012-04-30,2012,2012,4,238598.92,74326,3.21,5 - Affordable (Under 3.5x),17
Maryland,South,2012-05-31,2012,2012,5,239353.62,74326,3.22,5 - Affordable (Under 3.5x),17
Maryland,South,2012-06-30,2012,2012,6,240146.0,74326,3.231,5 - Affordable (Under 3.5x),17
Maryland,South,2012-07-31,2012,2012,7,240643.24,74326,3.238,5 - Affordable (Under 3.5x),17
Maryland,South,2012-08-31,2012,2012,8,241035.9,74326,3.243,5 - Affordable (Under 3.5x),17
Maryland,South,2012-09-30,2012,2012,9,241704.86,74326,3.252,5 - Affordable (Under 3.5x),17
Maryland,South,2012-10-31,2012,2012,10,242454.21,74326,3.262,5 - Affordable (Under 3.5x),17
Maryland,South,2012-11-30,2012,2012,11,243577.11,74326,3.277,5 - Affordable (Under 3.5x),17
Maryland,South,2012-12-31,2012,2012,12,244535.04,74326,3.29,5 - Affordable (Under 3.5x),17
Maryland,South,2013-01-31,2013,2013,1,245809.57,77806,3.159,5 - Affordable (Under 3.5x),17
Maryland,South,2013-02-28,2013,2013,2,247108.84,77806,3.176,5 - Affordable (Under 3.5x),17
Maryland,South,2013-03-31,2013,2013,3,248409.89,77806,3.193,5 - Affordable (Under 3.5x),17
Maryland,South,2013-04-30,2013,2013,4,249707.15,77806,3.209,5 - Affordable (Under 3.5x),17
Maryland,South,2013-05-31,2013,2013,5,251337.24,77806,3.23,5 - Affordable (Under 3.5x),17
Maryland,South,2013-06-30,2013,2013,6,253078.1,77806,3.253,5 - Affordable (Under 3.5x),17
Maryland,South,2013-07-31,2013,2013,7,254526.2,77806,3.271,5 - Affordable (Under 3.5x),17
Maryland,South,2013-08-31,2013,2013,8,255504.73,77806,3.284,5 - Affordable (Under 3.5x),17
Maryland,South,2013-09-30,2013,2013,9,256414.95,77806,3.296,5 - Affordable (Under 3.5x),17
Maryland,South,2013-10-31,2013,2013,10,257498.85,77806,3.309,5 - Affordable (Under 3.5x),17
Maryland,South,2013-11-30,2013,2013,11,258741.32,77806,3.325,5 - Affordable (Under 3.5x),17
Maryland,South,2013-12-31,2013,2013,12,260099.82,77806,3.343,5 - Affordable (Under 3.5x),17
Maryland,South,2014-01-31,2014,2014,1,261424.52,79422,3.292,5 - Affordable (Under 3.5x),17
Maryland,South,2014-02-28,2014,2014,2,262763.32,79422,3.308,5 - Affordable (Under 3.5x),17
Maryland,South,2014-03-31,2014,2014,3,264076.95,79422,3.325,5 - Affordable (Under 3.5x),17
Maryland,South,2014-04-30,2014,2014,4,265504.41,79422,3.343,5 - Affordable (Under 3.5x),17
Maryland,South,2014-05-31,2014,2014,5,266740.71,79422,3.359,5 - Affordable (Under 3.5x),17
Maryland,South,2014-06-30,2014,2014,6,267453.57,79422,3.367,5 - Affordable (Under 3.5x),17
Maryland,South,2014-07-31,2014,2014,7,267689.14,79422,3.37,5 - Affordable (Under 3.5x),17
Maryland,South,2014-08-31,2014,2014,8,267839.64,79422,3.372,5 - Affordable (Under 3.5x),17
Maryland,South,2014-09-30,2014,2014,9,268376.02,79422,3.379,5 - Affordable (Under 3.5x),17
Maryland,South,2014-10-31,2014,2014,10,268964.37,79422,3.387,5 - Affordable (Under 3.5x),17
Maryland,South,2014-11-30,2014,2014,11,269665.05,79422,3.395,5 - Affordable (Under 3.5x),17
Maryland,South,2014-12-31,2014,2014,12,269988.93,79422,3.399,5 - Affordable (Under 3.5x),17
Maryland,South,2015-01-31,2015,2015,1,270065.57,81340,3.32,5 - Affordable (Under 3.5x),17
Maryland,South,2015-02-28,2015,2015,2,270167.54,81340,3.321,5 - Affordable (Under 3.5x),17
Maryland,South,2015-03-31,2015,2015,3,270655.08,81340,3.327,5 - Affordable (Under 3.5x),17
Maryland,South,2015-04-30,2015,2015,4,271496.62,81340,3.338,5 - Affordable (Under 3.5x),17
Maryland,South,2015-05-31,2015,2015,5,272313.43,81340,3.348,5 - Affordable (Under 3.5x),17
Maryland,South,2015-06-30,2015,2015,6,272876.75,81340,3.355,5 - Affordable (Under 3.5x),17
Maryland,South,2015-07-31,2015,2015,7,273482.65,81340,3.362,5 - Affordable (Under 3.5x),17
Maryland,South,2015-08-31,2015,2015,8,274064.39,81340,3.369,5 - Affordable (Under 3.5x),17
Maryland,South,2015-09-30,2015,2015,9,274824.13,81340,3.379,5 - Affordable (Under 3.5x),17
Maryland,South,2015-10-31,2015,2015,10,275662.36,81340,3.389,5 - Affordable (Under 3.5x),17
Maryland,South,2015-11-30,2015,2015,11,276646.11,81340,3.401,5 - Affordable (Under 3.5x),17
Maryland,South,2015-12-31,2015,2015,12,277757.34,81340,3.415,5 - Affordable (Under 3.5x),17
Maryland,South,2016-01-31,2016,2016,1,278925.98,83548,3.339,5 - Affordable (Under 3.5x),17
Maryland,South,2016-02-29,2016,2016,2,279738.81,83548,3.348,5 - Affordable (Under 3.5x),17
Maryland,South,2016-03-31,2016,2016,3,279869.67,83548,3.35,5 - Affordable (Under 3.5x),17
Maryland,South,2016-04-30,2016,2016,4,279825.68,83548,3.349,5 - Affordable (Under 3.5x),17
Maryland,South,2016-05-31,2016,2016,5,280012.33,83548,3.352,5 - Affordable (Under 3.5x),17
Maryland,South,2016-06-30,2016,2016,6,280701.17,83548,3.36,5 - Affordable (Under 3.5x),17
Maryland,South,2016-07-31,2016,2016,7,281325.66,83548,3.367,5 - Affordable (Under 3.5x),17
Maryland,South,2016-08-31,2016,2016,8,281584.74,83548,3.37,5 - Affordable (Under 3.5x),17
Maryland,South,2016-09-30,2016,2016,9,281916.8,83548,3.374,5 - Affordable (Under 3.5x),17
Maryland,South,2016-10-31,2016,2016,10,282584.08,83548,3.382,5 - Affordable (Under 3.5x),17
Maryland,South,2016-11-30,2016,2016,11,283830.53,83548,3.397,5 - Affordable (Under 3.5x),17
Maryland,South,2016-12-31,2016,2016,12,285250.28,83548,3.414,5 - Affordable (Under 3.5x),17
Maryland,South,2017-01-31,2017,2017,1,286622.57,85103,3.368,5 - Affordable (Under 3.5x),17
Maryland,South,2017-02-28,2017,2017,2,287898.05,85103,3.383,5 - Affordable (Under 3.5x),17
Maryland,South,2017-03-31,2017,2017,3,288919.97,85103,3.395,5 - Affordable (Under 3.5x),17
Maryland,South,2017-04-30,2017,2017,4,290036.46,85103,3.408,5 - Affordable (Under 3.5x),17
Maryland,South,2017-05-31,2017,2017,5,290875.07,85103,3.418,5 - Affordable (Under 3.5x),17
Maryland,South,2017-06-30,2017,2017,6,291403.22,85103,3.424,5 - Affordable (Under 3.5x),17
Maryland,South,2017-07-31,2017,2017,7,291605.99,85103,3.427,5 - Affordable (Under 3.5x),17
Maryland,South,2017-08-31,2017,2017,8,291929.09,85103,3.43,5 - Affordable (Under 3.5x),17
Maryland,South,2017-09-30,2017,2017,9,292793.59,85103,3.44,5 - Affordable (Under 3.5x),17
Maryland,South,2017-10-31,2017,2017,10,293890.18,85103,3.453,5 - Affordable (Under 3.5x),17
Maryland,South,2017-11-30,2017,2017,11,295040.67,85103,3.467,5 - Affordable (Under 3.5x),17
Maryland,South,2017-12-31,2017,2017,12,296182.52,85103,3.48,5 - Affordable (Under 3.5x),17
Maryland,South,2018-01-31,2018,2018,1,297216.53,87141,3.411,5 - Affordable (Under 3.5x),17
Maryland,South,2018-02-28,2018,2018,2,298082.7,87141,3.421,5 - Affordable (Under 3.5x),17
Maryland,South,2018-03-31,2018,2018,3,299078.42,87141,3.432,5 - Affordable (Under 3.5x),17
Maryland,South,2018-04-30,2018,2018,4,299909.01,87141,3.442,5 - Affordable (Under 3.5x),17
Maryland,South,2018-05-31,2018,2018,5,300857.59,87141,3.453,5 - Affordable (Under 3.5x),17
Maryland,South,2018-06-30,2018,2018,6,301348.91,87141,3.458,5 - Affordable (Under 3.5x),17
Maryland,South,2018-07-31,2018,2018,7,302193.54,87141,3.468,5 - Affordable (Under 3.5x),17
Maryland,South,2018-08-31,2018,2018,8,302941.59,87141,3.476,5 - Affordable (Under 3.5x),17
Maryland,South,2018-09-30,2018,2018,9,303846.36,87141,3.487,5 - Affordable (Under 3.5x),17
Maryland,South,2018-10-31,2018,2018,10,304436.45,87141,3.494,5 - Affordable (Under 3.5x),17
Maryland,South,2018-11-30,2018,2018,11,304989.51,87141,3.5,4 - Borderline (3.5-4x),17
Maryland,South,2018-12-31,2018,2018,12,305501.57,87141,3.506,4 - Borderline (3.5-4x),17
Maryland,South,2019-01-31,2019,2019,1,306179.72,89078,3.437,5 - Affordable (Under 3.5x),17
Maryland,South,2019-02-28,2019,2019,2,307333.96,89078,3.45,5 - Affordable (Under 3.5x),17
Maryland,South,2019-03-31,2019,2019,3,308947.36,89078,3.468,5 - Affordable (Under 3.5x),17
Maryland,South,2019-04-30,2019,2019,4,310656.79,89078,3.487,5 - Affordable (Under 3.5x),17
Maryland,South,2019-05-31,2019,2019,5,311827.22,89078,3.501,4 - Borderline (3.5-4x),17
Maryland,South,2019-06-30,2019,2019,6,312598.92,89078,3.509,4 - Borderline (3.5-4x),17
Maryland,South,2019-07-31,2019,2019,7,313151.89,89078,3.515,4 - Borderline (3.5-4x),17
Maryland,South,2019-08-31,2019,2019,8,313748.91,89078,3.522,4 - Borderline (3.5-4x),17
Maryland,South,2019-09-30,2019,2019,9,314200.95,89078,3.527,4 - Borderline (3.5-4x),17
Maryland,South,2019-10-31,2019,2019,10,314702.17,89078,3.533,4 - Borderline (3.5-4x),17
Maryland,South,2019-11-30,2019,2019,11,315565.87,89078,3.543,4 - Borderline (3.5-4x),17
Maryland,South,2019-12-31,2019,2019,12,316759.25,89078,3.556,4 - Borderline (3.5-4x),17
Maryland,South,2020-01-31,2020,2020,1,318273.1,90830,3.504,4 - Borderline (3.5-4x),17
Maryland,South,2020-02-29,2020,2020,2,319971.89,90830,3.523,4 - Borderline (3.5-4x),17
Maryland,South,2020-03-31,2020,2020,3,321750.93,90830,3.542,4 - Borderline (3.5-4x),17
Maryland,South,2020-04-30,2020,2020,4,323335.02,90830,3.56,4 - Borderline (3.5-4x),17
Maryland,South,2020-05-31,2020,2020,5,324021.29,90830,3.567,4 - Borderline (3.5-4x),17
Maryland,South,2020-06-30,2020,2020,6,324144.13,90830,3.569,4 - Borderline (3.5-4x),17
Maryland,South,2020-07-31,2020,2020,7,324545.58,90830,3.573,4 - Borderline (3.5-4x),17
Maryland,South,2020-08-31,2020,2020,8,326078.18,90830,3.59,4 - Borderline (3.5-4x),17
Maryland,South,2020-09-30,2020,2020,9,329090.75,90830,3.623,4 - Borderline (3.5-4x),17
Maryland,South,2020-10-31,2020,2020,10,332908.85,90830,3.665,4 - Borderline (3.5-4x),17
Maryland,South,2020-11-30,2020,2020,11,337252.62,90830,3.713,4 - Borderline (3.5-4x),17
Maryland,South,2020-12-31,2020,2020,12,341448.19,90830,3.759,4 - Borderline (3.5-4x),17
Maryland,South,2021-01-31,2021,2021,1,345334.13,93173,3.706,4 - Borderline (3.5-4x),17
Maryland,South,2021-02-28,2021,2021,2,349568.42,93173,3.752,4 - Borderline (3.5-4x),17
Maryland,South,2021-03-31,2021,2021,3,354237.33,93173,3.802,4 - Borderline (3.5-4x),17
Maryland,South,2021-04-30,2021,2021,4,359298.24,93173,3.856,4 - Borderline (3.5-4x),17
Maryland,South,2021-05-31,2021,2021,5,364230.84,93173,3.909,4 - Borderline (3.5-4x),17
Maryland,South,2021-06-30,2021,2021,6,368594.1,93173,3.956,4 - Borderline (3.5-4x),17
Maryland,South,2021-07-31,2021,2021,7,371641.61,93173,3.989,4 - Borderline (3.5-4x),17
Maryland,South,2021-08-31,2021,2021,8,373077.63,93173,4.004,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2021-09-30,2021,2021,9,373179.68,93173,4.005,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2021-10-31,2021,2021,10,373547.4,93173,4.009,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2021-11-30,2021,2021,11,374642.01,93173,4.021,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2021-12-31,2021,2021,12,376624.77,93173,4.042,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2022-01-31,2022,2022,1,379553.78,94719,4.007,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2022-02-28,2022,2022,2,383177.01,94719,4.045,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2022-03-31,2022,2022,3,387666.95,94719,4.093,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2022-04-30,2022,2022,4,392157.54,94719,4.14,3 - Mod. Unaffordable (4-5x),17
Maryland,South,2022-05-31,2022,2022,5,396343.3,94719,4.184,3 - Mod. Unaffordable (4-5x),17
