State,Region,Year,Year_Label,MedianHomeValue,MedianHouseholdIncome,PriceToIncomeRatio,AffordabilityCategory
Alabama,South,2000,2000,101032,31445,3.21,5 - Affordable (Under 3.5x)
Alabama,South,2001,2001,105164,32549,3.23,5 - Affordable (Under 3.5x)
Alabama,South,2002,2002,108003,34241,3.15,5 - Affordable (Under 3.5x)
Alabama,South,2003,2003,111254,34798,3.2,5 - Affordable (Under 3.5x)
Alabama,South,2004,2004,115220,36290,3.18,5 - Affordable (Under 3.5x)
Alabama,South,2005,2005,120930,37573,3.22,5 - Affordable (Under 3.5x)
Alabama,South,2006,2006,130287,38548,3.38,5 - Affordable (Under 3.5x)
Alabama,South,2007,2007,136541,39644,3.44,5 - Affordable (Under 3.5x)
Alabama,South,2008,2008,135998,40657,3.35,5 - Affordable (Under 3.5x)
Alabama,South,2009,2009,130929,40645,3.22,5 - Affordable (Under 3.5x)
Alabama,South,2010,2010,125684,41670,3.02,5 - Affordable (Under 3.5x)
Alabama,South,2011,2011,119875,43180,2.78,5 - Affordable (Under 3.5x)
Alabama,South,2012,2012,121659,44419,2.74,5 - Affordable (Under 3.5x)
Alabama,South,2013,2013,128972,46596,2.77,5 - Affordable (Under 3.5x)
Alabama,South,2014,2014,133206,47801,2.79,5 - Affordable (Under 3.5x)
Alabama,South,2015,2015,135095,48614,2.78,5 - Affordable (Under 3.5x)
Alabama,South,2016,2016,139963,50006,2.8,5 - Affordable (Under 3.5x)
Alabama,South,2017,2017,144021,51068,2.82,5 - Affordable (Under 3.5x)
Alabama,South,2018,2018,149763,51993,2.88,5 - Affordable (Under 3.5x)
Alabama,South,2019,2019,158084,52913,2.99,5 - Affordable (Under 3.5x)
Alabama,South,2020,2020,170809,54233,3.15,5 - Affordable (Under 3.5x)
Alabama,South,2021,2021,194233,55295,3.51,4 - Borderline (3.5-4x)
Alabama,South,2022,2022,218555,56487,3.87,4 - Borderline (3.5-4x)
Alabama,South,2023,2023,224284,57450,3.9,4 - Borderline (3.5-4x)
Alabama,South,2024,2024,228289,58518,3.9,4 - Borderline (3.5-4x)
Alaska,West,2000,2000,135233,46709,2.9,5 - Affordable (Under 3.5x)
Alaska,West,2001,2001,155272,48348,3.21,5 - Affordable (Under 3.5x)
Alaska,West,2002,2002,168988,49934,3.38,5 - Affordable (Under 3.5x)
Alaska,West,2003,2003,177428,51633,3.44,5 - Affordable (Under 3.5x)
Alaska,West,2004,2004,191189,53338,3.58,4 - Borderline (3.5-4x)
Alaska,West,2005,2005,208510,55055,3.79,4 - Borderline (3.5-4x)
Alaska,West,2006,2006,226696,56702,4.0,3 - Mod. Unaffordable (4-5x)
Alaska,West,2007,2007,240383,58378,4.12,3 - Mod. Unaffordable (4-5x)
Alaska,West,2008,2008,245469,59862,4.1,3 - Mod. Unaffordable (4-5x)
Alaska,West,2009,2009,245079,59516,4.12,3 - Mod. Unaffordable (4-5x)
Alaska,West,2010,2010,245873,61146,4.02,3 - Mod. Unaffordable (4-5x)
Alaska,West,2011,2011,242860,63635,3.82,4 - Borderline (3.5-4x)
Alaska,West,2012,2012,248438,65178,3.81,4 - Borderline (3.5-4x)
Alaska,West,2013,2013,256462,67912,3.78,4 - Borderline (3.5-4x)
Alaska,West,2014,2014,260724,69585,3.75,4 - Borderline (3.5-4x)
Alaska,West,2015,2015,270764,71612,3.78,4 - Borderline (3.5-4x)
Alaska,West,2016,2016,277448,72871,3.81,4 - Borderline (3.5-4x)
Alaska,West,2017,2017,279668,74571,3.75,4 - Borderline (3.5-4x)
Alaska,West,2018,2018,283844,76742,3.7,4 - Borderline (3.5-4x)
Alaska,West,2019,2019,301079,78284,3.85,4 - Borderline (3.5-4x)
Alaska,West,2020,2020,312052,79693,3.92,4 - Borderline (3.5-4x)
Alaska,West,2021,2021,328181,81506,4.03,3 - Mod. Unaffordable (4-5x)
Alaska,West,2022,2022,350571,83123,4.22,3 - Mod. Unaffordable (4-5x)
Alaska,West,2023,2023,353926,84513,4.19,3 - Mod. Unaffordable (4-5x)
Alaska,West,2024,2024,359522,86516,4.16,3 - Mod. Unaffordable (4-5x)
Arizona,West,2000,2000,138694,39441,3.52,4 - Borderline (3.5-4x)
Arizona,West,2001,2001,146378,40539,3.61,4 - Borderline (3.5-4x)
Arizona,West,2002,2002,153870,42339,3.63,4 - Borderline (3.5-4x)
Arizona,West,2003,2003,162709,43505,3.74,4 - Borderline (3.5-4x)
Arizona,West,2004,2004,177380,44679,3.97,4 - Borderline (3.5-4x)
Arizona,West,2005,2005,228548,46023,4.97,3 - Mod. Unaffordable (4-5x)
Arizona,West,2006,2006,281433,47423,5.93,2 - Unaffordable (5-7x)
Arizona,West,2007,2007,270756,48862,5.54,2 - Unaffordable (5-7x)
Arizona,West,2008,2008,226550,50131,4.52,3 - Mod. Unaffordable (4-5x)
Arizona,West,2009,2009,175220,49840,3.52,4 - Borderline (3.5-4x)
Arizona,West,2010,2010,157836,51536,3.06,5 - Affordable (Under 3.5x)
Arizona,West,2011,2011,139868,53599,2.61,5 - Affordable (Under 3.5x)
Arizona,West,2012,2012,147437,55143,2.67,5 - Affordable (Under 3.5x)
Arizona,West,2013,2013,174901,57314,3.05,5 - Affordable (Under 3.5x)
Arizona,West,2014,2014,192350,58713,3.28,5 - Affordable (Under 3.5x)
Arizona,West,2015,2015,202643,60045,3.37,5 - Affordable (Under 3.5x)
Arizona,West,2016,2016,219546,61666,3.56,4 - Borderline (3.5-4x)
Arizona,West,2017,2017,234501,62814,3.73,4 - Borderline (3.5-4x)
Arizona,West,2018,2018,252413,64352,3.92,4 - Borderline (3.5-4x)
Arizona,West,2019,2019,269612,65694,4.1,3 - Mod. Unaffordable (4-5x)
Arizona,West,2020,2020,295886,67350,4.39,3 - Mod. Unaffordable (4-5x)
Arizona,West,2021,2021,365920,68583,5.34,2 - Unaffordable (5-7x)
Arizona,West,2022,2022,441928,69937,6.32,2 - Unaffordable (5-7x)
Arizona,West,2023,2023,423526,71508,5.92,2 - Unaffordable (5-7x)
Arizona,West,2024,2024,433541,72329,5.99,2 - Unaffordable (5-7x)
Arkansas,South,2000,2000,90039,29831,3.02,5 - Affordable (Under 3.5x)
Arkansas,South,2001,2001,94256,30581,3.08,5 - Affordable (Under 3.5x)
Arkansas,South,2002,2002,97168,32095,3.03,5 - Affordable (Under 3.5x)
Arkansas,South,2003,2003,101402,33419,3.03,5 - Affordable (Under 3.5x)
Arkansas,South,2004,2004,107077,34218,3.13,5 - Affordable (Under 3.5x)
Arkansas,South,2005,2005,115012,35311,3.26,5 - Affordable (Under 3.5x)
Arkansas,South,2006,2006,123028,36226,3.4,5 - Affordable (Under 3.5x)
Arkansas,South,2007,2007,126515,37236,3.4,5 - Affordable (Under 3.5x)
Arkansas,South,2008,2008,126388,38615,3.27,5 - Affordable (Under 3.5x)
Arkansas,South,2009,2009,122437,38071,3.22,5 - Affordable (Under 3.5x)
Arkansas,South,2010,2010,120666,39295,3.07,5 - Affordable (Under 3.5x)
Arkansas,South,2011,2011,117400,40565,2.89,5 - Affordable (Under 3.5x)
Arkansas,South,2012,2012,118785,41905,2.83,5 - Affordable (Under 3.5x)
Arkansas,South,2013,2013,122087,43563,2.8,5 - Affordable (Under 3.5x)
Arkansas,South,2014,2014,124354,45078,2.76,5 - Affordable (Under 3.5x)
Arkansas,South,2015,2015,128180,45970,2.79,5 - Affordable (Under 3.5x)
Arkansas,South,2016,2016,134351,46832,2.87,5 - Affordable (Under 3.5x)
Arkansas,South,2017,2017,138818,47947,2.9,5 - Affordable (Under 3.5x)
Arkansas,South,2018,2018,144020,48842,2.95,5 - Affordable (Under 3.5x)
Arkansas,South,2019,2019,149681,50332,2.97,5 - Affordable (Under 3.5x)
Arkansas,South,2020,2020,158735,51280,3.1,5 - Affordable (Under 3.5x)
Arkansas,South,2021,2021,179155,52372,3.42,5 - Affordable (Under 3.5x)
Arkansas,South,2022,2022,200133,53325,3.75,4 - Borderline (3.5-4x)
Arkansas,South,2023,2023,205065,54560,3.76,4 - Borderline (3.5-4x)
Arkansas,South,2024,2024,211475,55509,3.81,4 - Borderline (3.5-4x)
California,West,2000,2000,197809,49477,4.0,3 - Mod. Unaffordable (4-5x)
California,West,2001,2001,225359,51305,4.39,3 - Mod. Unaffordable (4-5x)
California,West,2002,2002,253291,53355,4.75,3 - Mod. Unaffordable (4-5x)
California,West,2003,2003,294877,54441,5.42,2 - Unaffordable (5-7x)
California,West,2004,2004,357748,56888,6.29,2 - Unaffordable (5-7x)
California,West,2005,2005,435465,58484,7.45,1 - Severely Unaffordable (7x+)
California,West,2006,2006,479835,60044,7.99,1 - Severely Unaffordable (7x+)
California,West,2007,2007,462319,61590,7.51,1 - Severely Unaffordable (7x+)
California,West,2008,2008,381109,63621,5.99,2 - Unaffordable (5-7x)
California,West,2009,2009,308671,63358,4.87,3 - Mod. Unaffordable (4-5x)
California,West,2010,2010,304769,65244,4.67,3 - Mod. Unaffordable (4-5x)
California,West,2011,2011,288166,67500,4.27,3 - Mod. Unaffordable (4-5x)
California,West,2012,2012,283505,69221,4.1,3 - Mod. Unaffordable (4-5x)
California,West,2013,2013,334565,72150,4.64,3 - Mod. Unaffordable (4-5x)
California,West,2014,2014,384373,73872,5.2,2 - Unaffordable (5-7x)
California,West,2015,2015,412642,75809,5.44,2 - Unaffordable (5-7x)
California,West,2016,2016,440247,77578,5.67,2 - Unaffordable (5-7x)
California,West,2017,2017,476482,79265,6.01,2 - Unaffordable (5-7x)
California,West,2018,2018,521936,80980,6.45,2 - Unaffordable (5-7x)
California,West,2019,2019,536968,82583,6.5,2 - Unaffordable (5-7x)
California,West,2020,2020,563401,84330,6.68,2 - Unaffordable (5-7x)
California,West,2021,2021,651426,86437,7.54,1 - Severely Unaffordable (7x+)
California,West,2022,2022,739682,88119,8.39,1 - Severely Unaffordable (7x+)
California,West,2023,2023,730116,89722,8.14,1 - Severely Unaffordable (7x+)
California,West,2024,2024,768022,91460,8.4,1 - Severely Unaffordable (7x+)
Colorado,West,2000,2000,184807,47503,3.89,4 - Borderline (3.5-4x)
Colorado,West,2001,2001,206787,48888,4.23,3 - Mod. Unaffordable (4-5x)
Colorado,West,2002,2002,218387,51142,4.27,3 - Mod. Unaffordable (4-5x)
Colorado,West,2003,2003,222728,52596,4.23,3 - Mod. Unaffordable (4-5x)
Colorado,West,2004,2004,227185,54115,4.2,3 - Mod. Unaffordable (4-5x)
Colorado,West,2005,2005,233429,55746,4.19,3 - Mod. Unaffordable (4-5x)
Colorado,West,2006,2006,238852,57316,4.17,3 - Mod. Unaffordable (4-5x)
Colorado,West,2007,2007,239525,59243,4.04,3 - Mod. Unaffordable (4-5x)
Colorado,West,2008,2008,232391,60599,3.83,4 - Borderline (3.5-4x)
Colorado,West,2009,2009,225182,60355,3.73,4 - Borderline (3.5-4x)
Colorado,West,2010,2010,223304,62241,3.59,4 - Borderline (3.5-4x)
Colorado,West,2011,2011,214716,64370,3.34,5 - Affordable (Under 3.5x)
Colorado,West,2012,2012,218104,65988,3.31,5 - Affordable (Under 3.5x)
Colorado,West,2013,2013,236967,68882,3.44,5 - Affordable (Under 3.5x)
Colorado,West,2014,2014,256192,70966,3.61,4 - Borderline (3.5-4x)
Colorado,West,2015,2015,286713,72569,3.95,4 - Borderline (3.5-4x)
Colorado,West,2016,2016,319493,74135,4.31,3 - Mod. Unaffordable (4-5x)
Colorado,West,2017,2017,348695,75297,4.63,3 - Mod. Unaffordable (4-5x)
Colorado,West,2018,2018,374736,77259,4.85,3 - Mod. Unaffordable (4-5x)
Colorado,West,2019,2019,392783,79087,4.97,3 - Mod. Unaffordable (4-5x)
Colorado,West,2020,2020,414764,80875,5.13,2 - Unaffordable (5-7x)
Colorado,West,2021,2021,479160,82162,5.83,2 - Unaffordable (5-7x)
Colorado,West,2022,2022,550688,84325,6.53,2 - Unaffordable (5-7x)
Colorado,West,2023,2023,540325,86357,6.26,2 - Unaffordable (5-7x)
Colorado,West,2024,2024,546781,87673,6.24,2 - Unaffordable (5-7x)
Connecticut,Northeast,2000,2000,164332,48850,3.36,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2001,2001,178858,50440,3.55,4 - Borderline (3.5-4x)
Connecticut,Northeast,2002,2002,197884,52192,3.79,4 - Borderline (3.5-4x)
Connecticut,Northeast,2003,2003,222200,53571,4.15,3 - Mod. Unaffordable (4-5x)
Connecticut,Northeast,2004,2004,248931,56010,4.44,3 - Mod. Unaffordable (4-5x)
Connecticut,Northeast,2005,2005,280325,57120,4.91,3 - Mod. Unaffordable (4-5x)
Connecticut,Northeast,2006,2006,302199,59096,5.11,2 - Unaffordable (5-7x)
Connecticut,Northeast,2007,2007,301239,60795,4.95,3 - Mod. Unaffordable (4-5x)
Connecticut,Northeast,2008,2008,284584,62268,4.57,3 - Mod. Unaffordable (4-5x)
Connecticut,Northeast,2009,2009,262785,62481,4.21,3 - Mod. Unaffordable (4-5x)
Connecticut,Northeast,2010,2010,252207,64200,3.93,4 - Borderline (3.5-4x)
Connecticut,Northeast,2011,2011,238425,66533,3.58,4 - Borderline (3.5-4x)
Connecticut,Northeast,2012,2012,227164,68088,3.34,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2013,2013,228767,71368,3.21,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2014,2014,233102,72890,3.2,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2015,2015,234483,74730,3.14,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2016,2016,237321,76459,3.1,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2017,2017,242956,78208,3.11,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2018,2018,248582,79676,3.12,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2019,2019,251770,81758,3.08,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2020,2020,263072,83443,3.15,5 - Affordable (Under 3.5x)
Connecticut,Northeast,2021,2021,302357,85003,3.56,4 - Borderline (3.5-4x)
Connecticut,Northeast,2022,2022,336861,86956,3.87,4 - Borderline (3.5-4x)
Connecticut,Northeast,2023,2023,361770,88570,4.08,3 - Mod. Unaffordable (4-5x)
Connecticut,Northeast,2024,2024,395655,90214,4.39,3 - Mod. Unaffordable (4-5x)
Delaware,South,2000,2000,149889,42955,3.49,5 - Affordable (Under 3.5x)
Delaware,South,2001,2001,158906,44241,3.59,4 - Borderline (3.5-4x)
Delaware,South,2002,2002,169954,46078,3.69,4 - Borderline (3.5-4x)
Delaware,South,2003,2003,186067,47414,3.92,4 - Borderline (3.5-4x)
Delaware,South,2004,2004,207998,49105,4.24,3 - Mod. Unaffordable (4-5x)
Delaware,South,2005,2005,240658,50415,4.77,3 - Mod. Unaffordable (4-5x)
Delaware,South,2006,2006,267326,51919,5.15,2 - Unaffordable (5-7x)
Delaware,South,2007,2007,274697,53479,5.14,2 - Unaffordable (5-7x)
Delaware,South,2008,2008,265250,54732,4.85,3 - Mod. Unaffordable (4-5x)
Delaware,South,2009,2009,247291,54564,4.53,3 - Mod. Unaffordable (4-5x)
Delaware,South,2010,2010,239101,55993,4.27,3 - Mod. Unaffordable (4-5x)
Delaware,South,2011,2011,224258,58283,3.85,4 - Borderline (3.5-4x)
Delaware,South,2012,2012,212026,60084,3.53,4 - Borderline (3.5-4x)
Delaware,South,2013,2013,214628,62563,3.43,5 - Affordable (Under 3.5x)
Delaware,South,2014,2014,224103,64557,3.47,5 - Affordable (Under 3.5x)
Delaware,South,2015,2015,233950,65791,3.56,4 - Borderline (3.5-4x)
Delaware,South,2016,2016,244683,67252,3.64,4 - Borderline (3.5-4x)
Delaware,South,2017,2017,254815,68614,3.71,4 - Borderline (3.5-4x)
Delaware,South,2018,2018,261690,70077,3.73,4 - Borderline (3.5-4x)
Delaware,South,2019,2019,269033,71697,3.75,4 - Borderline (3.5-4x)
Delaware,South,2020,2020,278747,73186,3.81,4 - Borderline (3.5-4x)
Delaware,South,2021,2021,319880,74725,4.28,3 - Mod. Unaffordable (4-5x)
Delaware,South,2022,2022,356546,76426,4.67,3 - Mod. Unaffordable (4-5x)
Delaware,South,2023,2023,370633,78002,4.75,3 - Mod. Unaffordable (4-5x)
Delaware,South,2024,2024,383151,79556,4.82,3 - Mod. Unaffordable (4-5x)
District of Columbia,South,2000,2000,166562,54445,3.06,5 - Affordable (Under 3.5x)
District of Columbia,South,2001,2001,181799,56509,3.22,5 - Affordable (Under 3.5x)
District of Columbia,South,2002,2002,208854,58079,3.6,4 - Borderline (3.5-4x)
District of Columbia,South,2003,2003,244952,60203,4.07,3 - Mod. Unaffordable (4-5x)
District of Columbia,South,2004,2004,287545,62392,4.61,3 - Mod. Unaffordable (4-5x)
District of Columbia,South,2005,2005,347664,64112,5.42,2 - Unaffordable (5-7x)
District of Columbia,South,2006,2006,387759,66130,5.86,2 - Unaffordable (5-7x)
District of Columbia,South,2007,2007,388494,67964,5.72,2 - Unaffordable (5-7x)
District of Columbia,South,2008,2008,379876,69902,5.43,2 - Unaffordable (5-7x)
District of Columbia,South,2009,2009,360645,70147,5.14,2 - Unaffordable (5-7x)
District of Columbia,South,2010,2010,360050,71665,5.02,2 - Unaffordable (5-7x)
District of Columbia,South,2011,2011,357732,74462,4.8,3 - Mod. Unaffordable (4-5x)
District of Columbia,South,2012,2012,364098,76019,4.79,3 - Mod. Unaffordable (4-5x)
District of Columbia,South,2013,2013,406780,79933,5.09,2 - Unaffordable (5-7x)
District of Columbia,South,2014,2014,449497,82019,5.48,2 - Unaffordable (5-7x)
District of Columbia,South,2015,2015,475927,83404,5.71,2 - Unaffordable (5-7x)
District of Columbia,South,2016,2016,501049,85721,5.85,2 - Unaffordable (5-7x)
District of Columbia,South,2017,2017,521906,87106,5.99,2 - Unaffordable (5-7x)
District of Columbia,South,2018,2018,549530,89450,6.14,2 - Unaffordable (5-7x)
District of Columbia,South,2019,2019,564978,91713,6.16,2 - Unaffordable (5-7x)
District of Columbia,South,2020,2020,588939,93179,6.32,2 - Unaffordable (5-7x)
District of Columbia,South,2021,2021,623241,95474,6.53,2 - Unaffordable (5-7x)
District of Columbia,South,2022,2022,635134,97635,6.51,2 - Unaffordable (5-7x)
District of Columbia,South,2023,2023,611692,99117,6.17,2 - Unaffordable (5-7x)
District of Columbia,South,2024,2024,599668,100808,5.95,2 - Unaffordable (5-7x)
Florida,South,2000,2000,110371,36185,3.05,5 - Affordable (Under 3.5x)
Florida,South,2001,2001,119460,37070,3.22,5 - Affordable (Under 3.5x)
Florida,South,2002,2002,131660,39085,3.37,5 - Affordable (Under 3.5x)
Florida,South,2003,2003,146901,40273,3.65,4 - Borderline (3.5-4x)
Florida,South,2004,2004,168003,41325,4.07,3 - Mod. Unaffordable (4-5x)
Florida,South,2005,2005,207228,42557,4.87,3 - Mod. Unaffordable (4-5x)
Florida,South,2006,2006,251054,43900,5.72,2 - Unaffordable (5-7x)
Florida,South,2007,2007,244973,45481,5.39,2 - Unaffordable (5-7x)
Florida,South,2008,2008,203974,46435,4.39,3 - Mod. Unaffordable (4-5x)
Florida,South,2009,2009,162076,46521,3.48,5 - Affordable (Under 3.5x)
Florida,South,2010,2010,146402,47743,3.07,5 - Affordable (Under 3.5x)
Florida,South,2011,2011,133014,49296,2.7,5 - Affordable (Under 3.5x)
Florida,South,2012,2012,132086,50534,2.61,5 - Affordable (Under 3.5x)
Florida,South,2013,2013,147776,53222,2.78,5 - Affordable (Under 3.5x)
Florida,South,2014,2014,166205,54132,3.07,5 - Affordable (Under 3.5x)
Florida,South,2015,2015,181100,55674,3.25,5 - Affordable (Under 3.5x)
Florida,South,2016,2016,198285,56517,3.51,4 - Borderline (3.5-4x)
Florida,South,2017,2017,214323,58019,3.69,4 - Borderline (3.5-4x)
Florida,South,2018,2018,230650,59176,3.9,4 - Borderline (3.5-4x)
Florida,South,2019,2019,242677,60519,4.01,3 - Mod. Unaffordable (4-5x)
Florida,South,2020,2020,257028,61662,4.17,3 - Mod. Unaffordable (4-5x)
Florida,South,2021,2021,299433,63195,4.74,3 - Mod. Unaffordable (4-5x)
Florida,South,2022,2022,374164,64492,5.8,2 - Unaffordable (5-7x)
Florida,South,2023,2023,390681,65485,5.97,2 - Unaffordable (5-7x)
Florida,South,2024,2024,397117,66825,5.94,2 - Unaffordable (5-7x)
Georgia,South,2000,2000,129236,39043,3.31,5 - Affordable (Under 3.5x)
Georgia,South,2001,2001,138723,40152,3.46,5 - Affordable (Under 3.5x)
Georgia,South,2002,2002,145469,41052,3.54,4 - Borderline (3.5-4x)
Georgia,South,2003,2003,149978,43288,3.46,5 - Affordable (Under 3.5x)
Georgia,South,2004,2004,154510,44715,3.46,5 - Affordable (Under 3.5x)
Georgia,South,2005,2005,160323,45166,3.55,4 - Borderline (3.5-4x)
Georgia,South,2006,2006,166944,47156,3.54,4 - Borderline (3.5-4x)
Georgia,South,2007,2007,171086,48558,3.52,4 - Borderline (3.5-4x)
Georgia,South,2008,2008,165132,50097,3.3,5 - Affordable (Under 3.5x)
Georgia,South,2009,2009,148544,49512,3.0,5 - Affordable (Under 3.5x)
Georgia,South,2010,2010,138015,50924,2.71,5 - Affordable (Under 3.5x)
Georgia,South,2011,2011,125067,52982,2.36,5 - Affordable (Under 3.5x)
Georgia,South,2012,2012,121598,54237,2.24,5 - Affordable (Under 3.5x)
Georgia,South,2013,2013,131704,56557,2.33,5 - Affordable (Under 3.5x)
Georgia,South,2014,2014,145857,58134,2.51,5 - Affordable (Under 3.5x)
Georgia,South,2015,2015,154987,59447,2.61,5 - Affordable (Under 3.5x)
Georgia,South,2016,2016,165245,60903,2.71,5 - Affordable (Under 3.5x)
Georgia,South,2017,2017,175871,61912,2.84,5 - Affordable (Under 3.5x)
Georgia,South,2018,2018,191067,63450,3.01,5 - Affordable (Under 3.5x)
Georgia,South,2019,2019,205147,64416,3.18,5 - Affordable (Under 3.5x)
Georgia,South,2020,2020,220254,66211,3.33,5 - Affordable (Under 3.5x)
Georgia,South,2021,2021,260238,67247,3.87,4 - Borderline (3.5-4x)
Georgia,South,2022,2022,313411,68843,4.55,3 - Mod. Unaffordable (4-5x)
Georgia,South,2023,2023,323228,70355,4.59,3 - Mod. Unaffordable (4-5x)
Georgia,South,2024,2024,334421,71807,4.66,3 - Mod. Unaffordable (4-5x)
Hawaii,West,2000,2000,196797,51411,3.83,4 - Borderline (3.5-4x)
Hawaii,West,2001,2001,208182,53014,3.93,4 - Borderline (3.5-4x)
Hawaii,West,2002,2002,223904,55024,4.07,3 - Mod. Unaffordable (4-5x)
Hawaii,West,2003,2003,254952,56569,4.51,3 - Mod. Unaffordable (4-5x)
Hawaii,West,2004,2004,309966,58419,5.31,2 - Unaffordable (5-7x)
Hawaii,West,2005,2005,389307,60021,6.49,2 - Unaffordable (5-7x)
Hawaii,West,2006,2006,461501,61782,7.47,1 - Severely Unaffordable (7x+)
Hawaii,West,2007,2007,472407,64018,7.38,1 - Severely Unaffordable (7x+)
Hawaii,West,2008,2008,462640,65846,7.03,1 - Severely Unaffordable (7x+)
Hawaii,West,2009,2009,423143,65717,6.44,2 - Unaffordable (5-7x)
Hawaii,West,2010,2010,414435,67142,6.17,2 - Unaffordable (5-7x)
Hawaii,West,2011,2011,414620,69522,5.96,2 - Unaffordable (5-7x)
Hawaii,West,2012,2012,410723,71448,5.75,2 - Unaffordable (5-7x)
Hawaii,West,2013,2013,437001,74611,5.86,2 - Unaffordable (5-7x)
Hawaii,West,2014,2014,475036,76755,6.19,2 - Unaffordable (5-7x)
Hawaii,West,2015,2015,506023,78137,6.48,2 - Unaffordable (5-7x)
Hawaii,West,2016,2016,535461,80347,6.66,2 - Unaffordable (5-7x)
Hawaii,West,2017,2017,566377,81770,6.93,2 - Unaffordable (5-7x)
Hawaii,West,2018,2018,594779,83532,7.12,1 - Severely Unaffordable (7x+)
Hawaii,West,2019,2019,605525,85292,7.1,1 - Severely Unaffordable (7x+)
Hawaii,West,2020,2020,621826,87831,7.08,1 - Severely Unaffordable (7x+)
Hawaii,West,2021,2021,695969,89309,7.79,1 - Severely Unaffordable (7x+)
Hawaii,West,2022,2022,820544,91010,9.02,1 - Severely Unaffordable (7x+)
Hawaii,West,2023,2023,823654,92963,8.86,1 - Severely Unaffordable (7x+)
Hawaii,West,2024,2024,837724,94517,8.86,1 - Severely Unaffordable (7x+)
Idaho,West,2000,2000,123878,36699,3.38,5 - Affordable (Under 3.5x)
Idaho,West,2001,2001,128445,38488,3.34,5 - Affordable (Under 3.5x)
Idaho,West,2002,2002,132400,39994,3.31,5 - Affordable (Under 3.5x)
Idaho,West,2003,2003,135859,41016,3.31,5 - Affordable (Under 3.5x)
Idaho,West,2004,2004,141795,42175,3.36,5 - Affordable (Under 3.5x)
Idaho,West,2005,2005,156318,43397,3.6,4 - Borderline (3.5-4x)
Idaho,West,2006,2006,189458,44758,4.23,3 - Mod. Unaffordable (4-5x)
Idaho,West,2007,2007,200058,46042,4.34,3 - Mod. Unaffordable (4-5x)
Idaho,West,2008,2008,198753,47191,4.21,3 - Mod. Unaffordable (4-5x)
Idaho,West,2009,2009,177831,47332,3.76,4 - Borderline (3.5-4x)
Idaho,West,2010,2010,161234,48608,3.32,5 - Affordable (Under 3.5x)
Idaho,West,2011,2011,145230,50553,2.87,5 - Affordable (Under 3.5x)
Idaho,West,2012,2012,148629,51451,2.89,5 - Affordable (Under 3.5x)
Idaho,West,2013,2013,164828,54022,3.05,5 - Affordable (Under 3.5x)
Idaho,West,2014,2014,176584,55512,3.18,5 - Affordable (Under 3.5x)
Idaho,West,2015,2015,186581,56510,3.3,5 - Affordable (Under 3.5x)
Idaho,West,2016,2016,202176,57492,3.52,4 - Borderline (3.5-4x)
Idaho,West,2017,2017,220508,59275,3.72,4 - Borderline (3.5-4x)
Idaho,West,2018,2018,245968,60274,4.08,3 - Mod. Unaffordable (4-5x)
Idaho,West,2019,2019,275024,61665,4.46,3 - Mod. Unaffordable (4-5x)
Idaho,West,2020,2020,312581,62903,4.97,3 - Mod. Unaffordable (4-5x)
Idaho,West,2021,2021,416630,64261,6.48,2 - Unaffordable (5-7x)
Idaho,West,2022,2022,476069,65720,7.24,1 - Severely Unaffordable (7x+)
Idaho,West,2023,2023,446736,66937,6.67,2 - Unaffordable (5-7x)
Idaho,West,2024,2024,454696,68687,6.62,2 - Unaffordable (5-7x)
Illinois,Midwest,2000,2000,129340,42460,3.05,5 - Affordable (Under 3.5x)
Illinois,Midwest,2001,2001,139872,43678,3.2,5 - Affordable (Under 3.5x)
Illinois,Midwest,2002,2002,150893,45477,3.32,5 - Affordable (Under 3.5x)
Illinois,Midwest,2003,2003,162355,46606,3.48,5 - Affordable (Under 3.5x)
Illinois,Midwest,2004,2004,175251,48233,3.63,4 - Borderline (3.5-4x)
Illinois,Midwest,2005,2005,190360,49666,3.83,4 - Borderline (3.5-4x)
Illinois,Midwest,2006,2006,203458,51189,3.97,4 - Borderline (3.5-4x)
Illinois,Midwest,2007,2007,206702,52736,3.92,4 - Borderline (3.5-4x)
Illinois,Midwest,2008,2008,195996,54545,3.59,4 - Borderline (3.5-4x)
Illinois,Midwest,2009,2009,174136,54129,3.22,5 - Affordable (Under 3.5x)
Illinois,Midwest,2010,2010,162775,55932,2.91,5 - Affordable (Under 3.5x)
Illinois,Midwest,2011,2011,149041,58001,2.57,5 - Affordable (Under 3.5x)
Illinois,Midwest,2012,2012,140261,59605,2.35,5 - Affordable (Under 3.5x)
Illinois,Midwest,2013,2013,144656,61997,2.33,5 - Affordable (Under 3.5x)
Illinois,Midwest,2014,2014,156073,63446,2.46,5 - Affordable (Under 3.5x)
Illinois,Midwest,2015,2015,162199,64790,2.5,5 - Affordable (Under 3.5x)
Illinois,Midwest,2016,2016,170209,66546,2.56,5 - Affordable (Under 3.5x)
