RegionName,Year,Home_price,MORTGAGE30US,Median_Income
Michigan,2009,107074.895171871,5.036538462,49780
Mississippi,2024,185024.251018144,6.721153846,83730
Missouri,2016,140823.881151016,3.654038462,59040
New York,2008,276306.963476612,6.027169811,50300
New York,2002,183470.502836316,6.537307692,42410
District of Columbia,2002,208854.014704294,6.537307692,42410
Oregon,2023,484098.031064289,6.806730769,80610
Georgia,2005,160323.098875106,5.866730769,46330
North Dakota,2025,269849.271279535,6.595094340,
Oklahoma,2003,94799.985576284,5.826981132,43320
North Carolina,2018,193075.18042137,4.544615385,63180
Georgia,2001,138722.891519506,6.967884615,42230
Arkansas,2015,128180.466565174,3.850576923,56520
Rhode Island,2016,244793.190377609,3.654038462,59040
California,2001,225358.727588201,6.967884615,42230
New York,2009,262303.363219883,5.036538462,49780
Nevada,2019,302736.079038187,3.935769231,68700
Louisiana,2001,116183.376261061,6.967884615,42230
Kentucky,2006,113844.169627285,6.413269231,48200
Vermont,2025,379388.036438509,6.595094340,
South Carolina,2010,148129.367582694,4.689807692,49280
Colorado,2025,540378.450863547,6.595094340,
North Dakota,2005,,5.866730769,46330
Pennsylvania,2009,162024.452510545,5.036538462,49780
Illinois,2017,178078.764670414,3.989807692,61140
South Carolina,2011,140388.667061581,4.447884615,50050
North Carolina,2024,331174.718243149,6.721153846,83730
Alaska,2002,168987.788863229,6.537307692,42410
New Jersey,2006,361444.317751599,6.413269231,48200
Missouri,2017,148571.280797543,3.989807692,61140
Wyoming,2010,194469.480883042,4.689807692,49280
Mississippi,2009,119948.532669934,5.036538462,49780
Kentucky,2005,109969.298977343,5.866730769,46330
Indiana,2005,112544.749629751,5.866730769,46330
Indiana,2000,96714.608617101,8.053461538,41990
Tennessee,2017,175650.576081537,3.989807692,61140
Arizona,2008,226549.992407378,6.027169811,50300
Texas,2008,144240.670906351,6.027169811,50300
Michigan,2014,116669.713432564,4.168867925,53660
Indiana,2019,153847.592811842,3.935769231,68700
Pennsylvania,2004,133191.590823451,5.839230769,44330
New Hampshire,2000,136500.679150996,8.053461538,41990
Massachusetts,2023,575591.724017654,6.806730769,80610
Maine,2022,346417.506499425,5.344038462,74580
Florida,2018,230649.562124959,4.544615385,63180
Iowa,2003,103282.440686494,5.826981132,43320
Nebraska,2002,110433.470198775,6.537307692,42410
Missouri,2009,132964.008623067,5.036538462,49780
Hawaii,2008,462640.135822482,6.027169811,50300
Maine,2020,249330.945507243,3.111698113,68010
North Carolina,2017,180848.063788062,3.989807692,61140
District of Columbia,2001,181798.602941601,6.967884615,42230
Kansas,2016,131152.621573816,3.654038462,59040
North Dakota,2021,235611.336596307,2.957692308,70780
Colorado,2007,239524.983485571,6.337307692,50230
Kansas,2022,203291.746520257,5.344038462,74580
New York,2007,279211.179527759,6.337307692,50230
Vermont,2016,229035.196269822,3.654038462,59040
Idaho,2002,132399.61711395,6.537307692,42410
Tennessee,2018,188503.862885075,4.544615385,63180
New Mexico,2026,309930.323122291,6.084545455,
Missouri,2023,236668.141812796,6.806730769,80610
Alabama,2013,128972.422809964,3.975576923,53590
Arkansas,2024,211475.460253191,6.721153846,83730
Virginia,2015,237889.244070528,3.850576923,56520
California,2011,288166.018220114,4.447884615,50050
North Carolina,2000,130928.323020585,8.053461538,41990
New York,2005,251221.270630991,5.866730769,46330
California,2021,651426.148442518,2.957692308,70780
Massachusetts,2021,502310.316118063,2.957692308,70780
South Carolina,2019,190856.911092138,3.935769231,68700
Minnesota,2003,175771.968265036,5.826981132,43320
South Carolina,2018,181360.64837812,4.544615385,63180
Alabama,2022,218554.765187683,5.344038462,74580
Wisconsin,2011,148497.172348331,4.447884615,50050
Oklahoma,2012,109730.412262021,3.6575,51020
Connecticut,2022,336860.879840002,5.344038462,74580
Arkansas,2018,144020.151740594,4.544615385,63180
Pennsylvania,2011,154897.774542743,4.447884615,50050
Illinois,2018,185993.396096252,4.544615385,63180
Connecticut,2026,424472.703157723,6.084545455,
Arkansas,2005,115011.648803877,5.866730769,46330
New Hampshire,2023,435117.017238181,6.806730769,80610
Louisiana,2018,181119.287162196,4.544615385,63180
Utah,2002,177881.008325353,6.537307692,42410
Texas,2025,300639.900743323,6.595094340,
New York,2017,300864.017346458,3.989807692,61140
Nevada,2007,318231.40965279,6.337307692,50230
District of Columbia,2007,388493.81334158,6.337307692,50230
Nebraska,2022,235534.90242686,5.344038462,74580
Maryland,2011,244831.359143781,4.447884615,50050
Kentucky,2012,110764.266725621,3.6575,51020
Vermont,2002,136170.509495135,6.537307692,42410
Tennessee,2025,326764.617649906,6.595094340,
Texas,2019,213239.12774954,3.935769231,68700
Alabama,2015,135095.071872827,3.850576923,56520
Rhode Island,2013,213792.935816701,3.975576923,53590
Texas,2026,297602.040136361,6.084545455,
Connecticut,2025,413058.70018197,6.595094340,
Kansas,2002,97816.666515646,6.537307692,42410
Virginia,2025,400222.200811103,6.595094340,
Indiana,2014,116899.613297363,4.168867925,53660
Delaware,2008,265249.841193733,6.027169811,50300
California,2013,334564.817760784,3.975576923,53590
Maine,2026,396350.030287252,6.084545455,
Nevada,2023,420342.691434019,6.806730769,80610
Florida,2009,162075.521579486,5.036538462,49780
Nebraska,2018,166759.147653983,4.544615385,63180
Maryland,2021,365331.346330029,2.957692308,70780
West Virginia,2023,154563.934139716,6.806730769,80610
West Virginia,2006,100535.802283453,6.413269231,48200
Pennsylvania,2023,253503.00379943,6.806730769,80610
Wisconsin,2015,159669.622897728,3.850576923,56520
New York,2003,203096.497954288,5.826981132,43320
Vermont,2006,203213.368504943,6.413269231,48200
Montana,2012,178549.540318013,3.6575,51020
Maryland,2019,312139.41843233,3.935769231,68700
Michigan,2006,146034.05344521,6.413269231,48200
District of Columbia,2024,599667.552451422,6.721153846,83730
Oregon,2006,254216.027567115,6.413269231,48200
Wyoming,2004,153845.657846879,5.839230769,44330
Hawaii,2026,823703.339294331,6.084545455,
Hawaii,2017,566376.810220367,3.989807692,61140
Mississippi,2018,137567.684262948,4.544615385,63180
Missouri,2002,113123.502751791,6.537307692,42410
Nevada,2024,440093.733476444,6.721153846,83730
Nevada,2013,162958.762290304,3.975576923,53590
New Hampshire,2017,249150.669035433,3.989807692,61140
Ohio,2022,200344.925640049,5.344038462,74580
Michigan,2015,124733.030828486,3.850576923,56520
North Carolina,2023,319954.183448355,6.806730769,80610
Utah,2010,203564.273738994,4.689807692,49280
California,2024,768022.458732518,6.721153846,83730
Wyoming,2014,209351.997134695,4.168867925,53660
New Jersey,2026,557732.138528982,6.084545455,
Colorado,2009,225181.719793863,5.036538462,49780
South Carolina,2016,163532.423653674,3.654038462,59040
Utah,2018,309298.951248602,4.544615385,63180
North Dakota,2007,,6.337307692,50230
Hawaii,2013,437000.639367953,3.975576923,53590
Wisconsin,2026,321567.153660117,6.084545455,
South Carolina,2006,157531.205699754,6.413269231,48200
Florida,2002,131659.657814186,6.537307692,42410
Virginia,2004,193627.90881805,5.839230769,44330
Indiana,2013,112970.735698091,3.975576923,53590
Michigan,2019,164658.823906833,3.935769231,68700
Oregon,2016,291387.966123232,3.654038462,59040
Missouri,2005,133281.255874716,5.866730769,46330
California,2006,479834.513630058,6.413269231,48200
Maine,2000,107659.997036483,8.053461538,41990
Indiana,2008,117513.394203073,6.027169811,50300
Virginia,2010,221132.143162327,4.689807692,49280
New Mexico,2015,168512.199785612,3.850576923,56520
New York,2013,254591.467832928,3.975576923,53590
New Hampshire,2012,201929.730920317,3.6575,51020
Maine,2023,367356.53268169,6.806730769,80610
Pennsylvania,2024,265245.583008262,6.721153846,83730
New Jersey,2008,337879.569894605,6.027169811,50300
Oregon,2012,198651.167539657,3.6575,51020
South Carolina,2004,134843.583623285,5.839230769,44330
West Virginia,2017,110360.282493885,3.989807692,61140
Illinois,2014,156073.031432782,4.168867925,53660
Utah,2006,203521.08142024,6.413269231,48200
Maryland,2017,291433.114588593,3.989807692,61140
Oregon,2013,216235.317491529,3.975576923,53590
Kansas,2026,238679.200632133,6.084545455,
Tennessee,2009,143484.14384,5.036538462,49780
Florida,2023,390680.781054898,6.806730769,80610
District of Columbia,2000,166561.704726942,8.053461538,41990
Oklahoma,2022,192354.852149275,5.344038462,74580
Kansas,2000,88814.302549239,8.053461538,41990
Virginia,2000,126980.528463404,8.053461538,41990
Wisconsin,2010,158834.191592763,4.689807692,49280
Montana,2026,454603.411879549,6.084545455,
Maryland,2016,281297.145045157,3.654038462,59040
Florida,2014,166204.796488145,4.168867925,53660
Tennessee,2012,135325.921937039,3.6575,51020
Arizona,2018,252412.509840148,4.544615385,63180
Texas,2003,121318.718248657,5.826981132,43320
Illinois,2020,197539.929963978,3.111698113,68010
Indiana,2018,143924.147179826,4.544615385,63180
New Jersey,2015,296625.490593946,3.850576923,56520
Vermont,2026,380759.87132918,6.084545455,
Maine,2011,173241.796905902,4.447884615,50050
North Carolina,2008,171271.227695017,6.027169811,50300
Rhode Island,2003,209967.321552147,5.826981132,43320
Virginia,2005,234814.41527361,5.866730769,46330
Oklahoma,2019,138796.509167669,3.935769231,68700
Tennessee,2022,303684.15948814,5.344038462,74580
Wisconsin,2004,153898.202867683,5.839230769,44330
New Jersey,2011,280825.497107927,4.447884615,50050
Nebraska,2008,128859.136908248,6.027169811,50300
Washington,2012,220643.718177995,3.6575,51020
Indiana,2007,117595.545132753,6.337307692,50230
Maine,2001,119531.730785567,6.967884615,42230
Arizona,2005,228547.96224685,5.866730769,46330
Arkansas,2007,126515.452414112,6.337307692,50230
Kansas,2009,118600.061147098,5.036538462,49780
Delaware,2019,269033.031959387,3.935769231,68700
District of Columbia,2022,635134.12044588,5.344038462,74580
Missouri,2003,120244.566292825,5.826981132,43320
Idaho,2023,446735.759780271,6.806730769,80610
Oregon,2008,262047.905505774,6.027169811,50300
Delaware,2000,149888.591003177,8.053461538,41990
Wyoming,2018,232236.443621317,4.544615385,63180
Kentucky,2019,147344.837804708,3.935769231,68700
South Carolina,2012,139287.691273098,3.6575,51020
Virginia,2011,213923.798377208,4.447884615,50050
Pennsylvania,2005,148377.387431101,5.866730769,46330
Alaska,2006,226696.415114634,6.413269231,48200
Delaware,2011,224257.962885482,4.447884615,50050
Ohio,2011,109508.910708148,4.447884615,50050
Rhode Island,2019,291008.460736765,3.935769231,68700
Connecticut,2005,280325.155443062,5.866730769,46330
Colorado,2016,319492.529331856,3.654038462,59040
Washington,2013,235750.659644027,3.975576923,53590
Idaho,2012,148628.857785966,3.6575,51020
Illinois,2003,162355.065497874,5.826981132,43320
Idaho,2001,128444.694170481,6.967884615,42230
Iowa,2007,119620.570571296,6.337307692,50230
Massachusetts,2012,288511.124358277,3.6575,51020
West Virginia,2014,100465.761815053,4.168867925,53660
Tennessee,2016,163303.750603556,3.654038462,59040
Ohio,2015,119213.98744593,3.850576923,56520
Tennessee,2003,123066.612014517,5.826981132,43320
South Carolina,2026,300152.939638478,6.084545455,
Virginia,2026,405164.654882324,6.084545455,
New Mexico,2013,163182.712571486,3.975576923,53590
Missouri,2025,252985.5343027,6.595094340,
District of Columbia,2010,360050.026205748,4.689807692,49280
Ohio,2002,113447.938313491,6.537307692,42410
Tennessee,2014,144992.555619572,4.168867925,53660
North Carolina,2013,151531.64223512,3.975576923,53590
Pennsylvania,2018,178635.433697765,4.544615385,63180
New Mexico,2014,165445.334358609,4.168867925,53660
Michigan,2026,253570.39596068,6.084545455,
Utah,2016,260219.382586503,3.654038462,59040
Washington,2025,589754.783672807,6.595094340,
Kansas,2001,94126.497090492,6.967884615,42230
New Jersey,2004,284600.197797336,5.839230769,44330
Minnesota,2011,157084.347066578,4.447884615,50050
Alabama,2004,115219.897286868,5.839230769,44330
Massachusetts,2006,363164.258609618,6.413269231,48200
Ohio,2004,122035.667464763,5.839230769,44330
Vermont,2007,213203.551806602,6.337307692,50230
Washington,2016,304863.372498684,3.654038462,59040
New Jersey,2018,329594.837982072,4.544615385,63180
Kansas,2019,149677.049572201,3.935769231,68700
Nebraska,2004,121278.700767913,5.839230769,44330
North Dakota,2017,219734.766686109,3.989807692,61140
Iowa,2005,112566.300598659,5.866730769,46330
Michigan,2007,139653.31212994,6.337307692,50230
Delaware,2014,224103.392518117,4.168867925,53660
Montana,2006,175158.929588757,6.413269231,48200
North Dakota,2009,160310.992250982,5.036538462,49780
Texas,2004,127871.018511081,5.839230769,44330
Mississippi,2012,113743.745041749,3.6575,51020
Massachusetts,2001,233575.123522684,6.967884615,42230
New York,2010,258251.596130394,4.689807692,49280
Iowa,2017,142949.929921226,3.989807692,61140
District of Columbia,2026,574664.493067551,6.084545455,
Illinois,2019,190973.698293863,3.935769231,68700
Texas,2002,117715.639231336,6.537307692,42410
Nevada,2017,247852.302606077,3.989807692,61140
Connecticut,2007,301239.332426856,6.337307692,50230
Kentucky,2020,158192.501315968,3.111698113,68010
Florida,2020,257027.539826532,3.111698113,68010
Massachusetts,2018,408131.340763004,4.544615385,63180
Iowa,2018,148871.57157655,4.544615385,63180
Maryland,2023,401930.279132981,6.806730769,80610
California,2012,283504.523897866,3.6575,51020
South Dakota,2000,105110.739375752,8.053461538,41990
Wyoming,2015,220823.327376025,3.850576923,56520
Alaska,2001,155272.180739982,6.967884615,42230
Wyoming,2020,258274.179881601,3.111698113,68010
Connecticut,2004,248931.047283704,5.839230769,44330
Michigan,2003,135409.990310518,5.826981132,43320
Pennsylvania,2007,168155.291997829,6.337307692,50230
Maine,2008,194645.489578195,6.027169811,50300
Colorado,2024,546781.405423722,6.721153846,83730
Pennsylvania,2015,159410.729873192,3.850576923,56520
Massachusetts,2025,632935.211622826,6.595094340,
Idaho,2007,200057.639496726,6.337307692,50230
Illinois,2026,280754.891750483,6.084545455,
Minnesota,2017,219224.9235114,3.989807692,61140
Rhode Island,2000,135294.774212383,8.053461538,41990
Alaska,2024,359521.964988219,6.721153846,83730
Iowa,2009,118752.217091518,5.036538462,49780
Missouri,2026,257609.789965308,6.084545455,
South Carolina,2020,203911.354740968,3.111698113,68010
Illinois,2008,195996.042513817,6.027169811,50300
Ohio,2021,181228.689375208,2.957692308,70780
Maine,2007,199097.876168427,6.337307692,50230
New Jersey,2002,215737.350220857,6.537307692,42410
Minnesota,2000,128450.397645603,8.053461538,41990
New Mexico,2004,144499.673847395,5.839230769,44330
California,2004,357748.111308644,5.839230769,44330
Pennsylvania,2020,198677.630602238,3.111698113,68010
Hawaii,2014,475036.159002543,4.168867925,53660
Washington,2011,234096.441782029,4.447884615,50050
Hawaii,2018,594778.64846694,4.544615385,63180
Idaho,2025,460920.24779895,6.595094340,
Oregon,2011,203546.457278771,4.447884615,50050
New Mexico,2011,164022.579841874,4.447884615,50050
West Virginia,2025,168072.70115434,6.595094340,
New York,2022,427218.214073203,5.344038462,74580
Delaware,2003,186066.541169077,5.826981132,43320
New Jersey,2019,342606.768548875,3.935769231,68700
Alabama,2023,224284.423038057,6.806730769,80610
Massachusetts,2005,361916.373469193,5.866730769,46330
Minnesota,2006,210010.015821035,6.413269231,48200
Michigan,2004,140766.332164238,5.839230769,44330
Utah,2026,532619.718254412,6.084545455,
Indiana,2002,101987.263449109,6.537307692,42410
Idaho,2019,275023.989105725,3.935769231,68700
South Dakota,2021,244860.799336855,2.957692308,70780
Maryland,2006,333932.786137218,6.413269231,48200
Kansas,2013,117209.855024095,3.975576923,53590
Florida,2003,146901.074861585,5.826981132,43320
Vermont,2010,207122.787511189,4.689807692,49280
Connecticut,2023,361769.693638584,6.806730769,80610
Delaware,2012,212025.744184297,3.6575,51020
New Hampshire,2022,408332.224991737,5.344038462,74580
Oregon,2000,152646.891364854,8.053461538,41990
Wyoming,2025,353446.373135774,6.595094340,
Iowa,2026,227231.511801874,6.084545455,
Illinois,2000,129339.882246244,8.053461538,41990
Nevada,2010,149850.709122257,4.689807692,49280
Illinois,2006,203458.132843856,6.413269231,48200
Florida,2004,168002.859420908,5.839230769,44330
West Virginia,2009,101757.300663796,5.036538462,49780
Alabama,2012,121658.98695778,3.6575,51020
Virginia,2018,262817.351587099,4.544615385,63180
Delaware,2025,391618.330537925,6.595094340,
Delaware,2017,254815.231276662,3.989807692,61140
West Virginia,2021,138336.157492514,2.957692308,70780
Montana,2013,188233.832580493,3.975576923,53590
West Virginia,2001,77290.254714797,6.967884615,42230
Oklahoma,2006,106752.934067753,6.413269231,48200
Iowa,2021,179108.909520013,2.957692308,70780
Louisiana,2005,139931.60424294,5.866730769,46330
Utah,2001,176765.908125221,6.967884615,42230
North Carolina,2019,204918.416581445,3.935769231,68700
Texas,2015,167333.415920502,3.850576923,56520
Missouri,2010,130007.529852136,4.689807692,49280
Texas,2024,306120.973503137,6.721153846,83730
Maryland,2004,238052.855809478,5.839230769,44330
Arizona,2000,138694.224259075,8.053461538,41990
Idaho,2014,176583.914334785,4.168867925,53660
Ohio,2006,128581.468760124,6.413269231,48200
Tennessee,2006,144195.290200149,6.413269231,48200
Illinois,2021,218185.111917578,2.957692308,70780
South Dakota,2015,168641.13728555,3.850576923,56520
California,2016,440246.741674943,3.654038462,59040
Oregon,2005,213869.473272927,5.866730769,46330
Utah,2022,522488.371207125,5.344038462,74580
Tennessee,2011,135807.229409714,4.447884615,50050
Washington,2006,297094.025490633,6.413269231,48200
Arkansas,2012,118784.723197808,3.6575,51020
North Dakota,2013,189905.875975679,3.975576923,53590
Delaware,2024,383150.999799934,6.721153846,83730
New Hampshire,2004,224623.154442266,5.839230769,44330
Arkansas,2017,138817.814553944,3.989807692,61140
North Dakota,2010,160727.808363441,4.689807692,49280
Alaska,2003,177427.65703629,5.826981132,43320
Pennsylvania,2003,121495.17423257,5.826981132,43320
Nebraska,2014,134579.306943706,4.168867925,53660
Iowa,2013,122601.430820618,3.975576923,53590
New York,2004,225091.75475219,5.839230769,44330
Michigan,2017,143749.521803511,3.989807692,61140
Texas,2006,138734.324567055,6.413269231,48200
Alabama,2017,144021.288311231,3.989807692,61140
Oregon,2025,491936.287602988,6.595094340,
Delaware,2007,274696.502681601,6.337307692,50230
Mississippi,2020,149378.487116688,3.111698113,68010
Florida,2012,132086.463777341,3.6575,51020
District of Columbia,2020,588939.223125441,3.111698113,68010
Ohio,2020,158820.667399373,3.111698113,68010
New Hampshire,2001,156307.990103412,6.967884615,42230
Georgia,2026,328264.353225513,6.084545455,
Mississippi,2003,100692.891345162,5.826981132,43320
Rhode Island,2025,478911.033344899,6.595094340,
Vermont,2003,147412.237157487,5.826981132,43320
Michigan,2000,116846.629384567,8.053461538,41990
Washington,2024,583738.785856864,6.721153846,83730
Alabama,2021,194232.643291086,2.957692308,70780
Arizona,2011,139867.937165325,4.447884615,50050
Nebraska,2000,115206.555079542,8.053461538,41990
New York,2001,167970.095951483,6.967884615,42230
Massachusetts,2016,360095.948352434,3.654038462,59040
Florida,2008,203973.95569102,6.027169811,50300
Iowa,2011,115644.29369713,4.447884615,50050
Arkansas,2025,215132.365317195,6.595094340,
Minnesota,2010,170853.271506263,4.689807692,49280
Kentucky,2008,115693.087598369,6.027169811,50300
Oklahoma,2002,91610.449186566,6.537307692,42410
Maryland,2025,423383.821990238,6.595094340,
Mississippi,2023,182278.73207459,6.806730769,80610
South Carolina,2014,148655.471657365,4.168867925,53660
Wisconsin,2014,154911.113053233,4.168867925,53660
New York,2000,155054.855639737,8.053461538,41990
Massachusetts,2003,302476.303012336,5.826981132,43320
Georgia,2008,165132.116017345,6.027169811,50300
North Carolina,2015,162083.570040395,3.850576923,56520
California,2023,730116.465700346,6.806730769,80610
Minnesota,2025,334091.250482074,6.595094340,
Georgia,2017,175871.178773079,3.989807692,61140
Hawaii,2004,309965.500969774,5.839230769,44330
North Carolina,2011,151844.888923751,4.447884615,50050
Illinois,2016,170208.545001208,3.654038462,59040
Washington,2005,253681.563852346,5.866730769,46330
Nebraska,2025,264841.604129357,6.595094340,
North Dakota,2002,,6.537307692,42410
Illinois,2013,144656.180966733,3.975576923,53590
Oklahoma,2026,215833.657900783,6.084545455,
Idaho,2005,156318.219350159,5.866730769,46330
Nevada,2002,176616.658431478,6.537307692,42410
Illinois,2011,149040.507325971,4.447884615,50050
Louisiana,2009,161545.704912696,5.036538462,49780
Alaska,2014,260724.217541872,4.168867925,53660
Georgia,2003,149978.149485464,5.826981132,43320
Minnesota,2004,190079.785778636,5.839230769,44330
Georgia,2014,145857.074316709,4.168867925,53660
New Hampshire,2007,249584.162012039,6.337307692,50230
Iowa,2019,156302.865626009,3.935769231,68700
New Mexico,2008,188932.72841688,6.027169811,50300
Minnesota,2026,340647.894850666,6.084545455,
Georgia,2004,154510.007288502,5.839230769,44330
District of Columbia,2008,379875.894461937,6.027169811,50300
District of Columbia,2012,364098.453571012,3.6575,51020
Nevada,2020,314358.282373462,3.111698113,68010
Oregon,2022,493165.618262129,5.344038462,74580
Massachusetts,2008,326192.251682521,6.027169811,50300
Colorado,2003,222728.324619196,5.826981132,43320
Washington,2015,274266.29604859,3.850576923,56520
Wyoming,2007,196986.449071691,6.337307692,50230
Louisiana,2000,110218.473086817,8.053461538,41990
Mississippi,2002,97725.650838852,6.537307692,42410
Illinois,2005,190359.821420485,5.866730769,46330
Alabama,2020,170808.710830139,3.111698113,68010
Virginia,2020,288235.7655206,3.111698113,68010
Kansas,2012,114491.605065269,3.6575,51020
South Dakota,2022,282799.230880124,5.344038462,74580
Alaska,2019,301079.416737084,3.935769231,68700
Massachusetts,2011,295022.542055796,4.447884615,50050
Ohio,2017,131416.39557004,3.989807692,61140
Tennessee,2015,152522.919584739,3.850576923,56520
Idaho,2009,177830.98415462,5.036538462,49780
Illinois,2024,261148.619711161,6.721153846,83730
Maryland,2014,266707.21826683,4.168867925,53660
Kansas,2003,100227.187831174,5.826981132,43320
Connecticut,2013,228767.364859142,3.975576923,53590
North Carolina,2003,142067.552804942,5.826981132,43320
Arkansas,2006,123027.941026439,6.413269231,48200
California,2014,384372.700985388,4.168867925,53660
Nebraska,2023,247553.668382147,6.806730769,80610
North Carolina,2021,259788.73480296,2.957692308,70780
Oregon,2004,187456.585347508,5.839230769,44330
Florida,2006,251054.46794739,6.413269231,48200
Alaska,2017,279667.965168407,3.989807692,61140
Colorado,2021,479160.043350798,2.957692308,70780
Alaska,2013,256461.826972483,3.975576923,53590
New Mexico,2001,,6.967884615,42230
Hawaii,2025,825831.681979102,6.595094340,
Oklahoma,2010,112649.889715855,4.689807692,49280
New Mexico,2003,137089.519604949,5.826981132,43320
North Dakota,2023,254876.184848991,6.806730769,80610
Connecticut,2015,234482.768067764,3.850576923,56520
Colorado,2020,414764.073157882,3.111698113,68010
Massachusetts,2009,304739.896760363,5.036538462,49780
Rhode Island,2005,283053.155385602,5.866730769,46330
Rhode Island,2017,262686.971002728,3.989807692,61140
Vermont,2018,249711.468000754,4.544615385,63180
Nevada,2016,226637.692617749,3.654038462,59040
New Mexico,2010,173731.78842789,4.689807692,49280
Utah,2011,188129.989014822,4.447884615,50050
South Carolina,2023,289604.329117124,6.806730769,80610
Utah,2023,505704.325395065,6.806730769,80610
West Virginia,2000,73136.871221185,8.053461538,41990
Mississippi,2007,125249.439808124,6.337307692,50230
Arizona,2023,423525.597696787,6.806730769,80610
Virginia,2001,137511.150939102,6.967884615,42230
Florida,2019,242676.626205984,3.935769231,68700
West Virginia,2019,116714.00168065,3.935769231,68700
Vermont,2024,384630.260792131,6.721153846,83730
Alabama,2009,130928.855481124,5.036538462,49780
Delaware,2018,261689.704491517,4.544615385,63180
Wyoming,2023,326454.011148627,6.806730769,80610
Maine,2002,134026.976692732,6.537307692,42410
Florida,2016,198285.188122208,3.654038462,59040
Massachusetts,2004,333235.879972393,5.839230769,44330
Ohio,2024,222289.432313419,6.721153846,83730
Oklahoma,2015,121505.639791071,3.850576923,56520
Delaware,2015,233950.474645213,3.850576923,56520
Washington,2018,373509.98867909,4.544615385,63180
Virginia,2012,215171.436511899,3.6575,51020
Connecticut,2003,222199.812484387,5.826981132,43320
Georgia,2023,323227.897455572,6.806730769,80610
Arizona,2017,234500.864601861,3.989807692,61140
Michigan,2011,92948.865932813,4.447884615,50050
Michigan,2005,145027.834902426,5.866730769,46330
South Dakota,2017,184183.38693606,3.989807692,61140
Maryland,2002,179284.529611362,6.537307692,42410
Kentucky,2002,99105.554297211,6.537307692,42410
Maryland,2022,392780.995673102,5.344038462,74580
Arizona,2003,162709.226142048,5.826981132,43320
Tennessee,2005,134839.760138654,5.866730769,46330
Nevada,2000,156951.929408818,8.053461538,41990
Louisiana,2019,187078.791972972,3.935769231,68700
Wyoming,2002,139738.644579077,6.537307692,42410
North Dakota,2026,279608.471223981,6.084545455,
North Dakota,2022,252302.683589801,5.344038462,74580
Louisiana,2007,161167.781615517,6.337307692,50230
Nebraska,2016,148775.411886523,3.654038462,59040
New Jersey,2025,546319.022077436,6.595094340,
District of Columbia,2023,611692.086193726,6.806730769,80610
Maine,2009,181886.615801073,5.036538462,49780
Virginia,2017,253399.382251346,3.989807692,61140
Wisconsin,2017,177503.348368232,3.989807692,61140
North Dakota,2003,,5.826981132,43320
Maine,2015,182348.198165618,3.850576923,56520
Rhode Island,2024,458295.640341361,6.721153846,83730
Indiana,2006,115692.093190943,6.413269231,48200
Indiana,2003,103754.242821288,5.826981132,43320
New Mexico,2024,301175.921019177,6.721153846,83730
Ohio,2018,139645.949113074,4.544615385,63180
South Dakota,2011,142698.648392199,4.447884615,50050
New Hampshire,2026,494854.682241311,6.084545455,
South Dakota,2009,144151.298277467,5.036538462,49780
New Hampshire,2021,355332.852208126,2.957692308,70780
Pennsylvania,2017,170438.014785677,3.989807692,61140
Utah,2009,217137.294804286,5.036538462,49780
California,2002,253290.834748924,6.537307692,42410
Missouri,2004,126981.611097658,5.839230769,44330
North Carolina,2009,164570.690921238,5.036538462,49780
Nevada,2008,248925.539344823,6.027169811,50300
Rhode Island,2004,248151.580500935,5.839230769,44330
Wyoming,2021,284297.942049128,2.957692308,70780
Illinois,2004,175250.710730304,5.839230769,44330
New Jersey,2005,327358.248286883,5.866730769,46330
Michigan,2020,175244.535530313,3.111698113,68010
South Dakota,2007,140333.338068683,6.337307692,50230
Utah,2007,235401.681232044,6.337307692,50230
South Dakota,2004,121175.964872712,5.839230769,44330
Washington,2009,272886.650913894,5.036538462,49780
West Virginia,2010,99710.577243177,4.689807692,49280
Missouri,2013,123897.222283468,3.975576923,53590
Montana,2022,423840.281529765,5.344038462,74580
Washington,2023,564492.235414073,6.806730769,80610
North Carolina,2014,156622.481607942,4.168867925,53660
Montana,2007,186158.882122262,6.337307692,50230
Kansas,2006,114078.245926962,6.413269231,48200
Nebraska,2005,126411.701086794,5.866730769,46330
Iowa,2022,198128.033948069,5.344038462,74580
Missouri,2018,156955.087558417,4.544615385,63180
Tennessee,2013,138842.911919116,3.975576923,53590
District of Columbia,2019,564977.710123996,3.935769231,68700
Missouri,2001,105845.069162685,6.967884615,42230
Iowa,2000,90836.977744709,8.053461538,41990
Massachusetts,2024,616965.773577446,6.721153846,83730
New Hampshire,2020,299314.821902537,3.111698113,68010
New York,2024,464834.506312419,6.721153846,83730
Hawaii,2006,461501.088421362,6.413269231,48200
Tennessee,2020,218815.912370759,3.111698113,68010
West Virginia,2008,104237.588171598,6.027169811,50300
Pennsylvania,2002,112257.730370299,6.537307692,42410
Washington,2017,338311.189492529,3.989807692,61140
Delaware,2023,370633.420208269,6.806730769,80610
New Mexico,2016,172715.058492875,3.654038462,59040
Vermont,2017,239276.75437162,3.989807692,61140
Ohio,2000,104862.575363452,8.053461538,41990
Mississippi,2022,183477.070711445,5.344038462,74580
Kansas,2025,232926.102253907,6.595094340,
Arizona,2001,146377.850801004,6.967884615,42230
Iowa,2014,127095.924020916,4.168867925,53660
South Dakota,2008,144301.457601012,6.027169811,50300
District of Columbia,2009,360645.488143187,5.036538462,49780
Alabama,2005,120930.002668829,5.866730769,46330
